id,value,station_id,parameter_id,unix_timestamp,norm_time
5641517844,18.0,1161114004,122,1492261225000000000,-0.4902502720711111
5641526389,16.0,1161114004,122,1492261424000000000,-0.43497249429333334
5641526392,14.5,1161114004,122,1492261425000000000,-0.4346947165155556
5641526394,13.0,1161114004,122,1492261426000000000,-0.43441693873777776
5641526462,11.5,1161114004,122,1492261426000000000,-0.43441693873777776
5641526465,10.0,1161114004,122,1492261427000000000,-0.43413916096
5641526470,8.5,1161114004,122,1492261428000000000,-0.4338613831822222
5641535647,9.5,1161114004,122,1492261604000000000,-0.38497249429333336
5641535651,11.0,1161114004,122,1492261605000000000,-0.38469471651555553
5641535756,13.5,1161114004,122,1492261606000000000,-0.38441693873777777
5641535753,12.0,1161114004,122,1492261606000000000,-0.38441693873777777
5641535759,15.0,1161114004,122,1492261607000000000,-0.38413916096
5641535867,17.0,1161114004,122,1492261608000000000,-0.38386138318222224
5641535869,18.0,1161114004,122,1492261609000000000,-0.38358360540444447
5641535985,19.0,1161114004,122,1492261610000000000,-0.38330582762666665
5641536552,20.0,1161114004,122,1492261623000000000,-0.37969471651555553
5641536966,19.0,1161114004,122,1492261634000000000,-0.37663916096
5641537920,18.0,1161114004,122,1492261654000000000,-0.37108360540444446
5641549321,14.0,1161114004,122,1492261908000000000,-0.30052804984888887
5641549319,16.0,1161114004,122,1492261908000000000,-0.30052804984888887
5641549394,12.5,1161114004,122,1492261909000000000,-0.3002502720711111
5641549397,11.0,1161114004,122,1492261910000000000,-0.29997249429333334
5641549400,9.5,1161114004,122,1492261910000000000,-0.29997249429333334
5641549492,8.0,1161114004,122,1492261911000000000,-0.29969471651555557
5641557189,9.0,1161114004,122,1492262054000000000,-0.25997249429333336
5641558775,10.5,1161114004,122,1492262087000000000,-0.25080582762666664
5641558777,12.0,1161114004,122,1492262088000000000,-0.2505280498488889
5641558896,15.0,1161114004,122,1492262089000000000,-0.2502502720711111
5641558893,13.5,1161114004,122,1492262089000000000,-0.2502502720711111
5641558899,17.0,1161114004,122,1492262090000000000,-0.24997249429333335
5641558993,18.0,1161114004,122,1492262091000000000,-0.24969471651555555
5641559126,19.0,1161114004,122,1492262093000000000,-0.24913916096
5641561003,18.0,1161114004,122,1492262130000000000,-0.23886138318222222
5641572622,14.5,1161114004,122,1492262374000000000,-0.17108360540444445
5641572620,16.0,1161114004,122,1492262374000000000,-0.17108360540444445
5641572625,13.0,1161114004,122,1492262375000000000,-0.17080582762666666
5641572736,11.5,1161114004,122,1492262376000000000,-0.1705280498488889
5641572739,10.0,1161114004,122,1492262377000000000,-0.1702502720711111
5641572741,8.5,1161114004,122,1492262378000000000,-0.16997249429333333
5641582329,9.5,1161114004,122,1492262553000000000,-0.12136138318222223
5641582333,10.5,1161114004,122,1492262554000000000,-0.12108360540444445
5641582335,11.5,1161114004,122,1492262555000000000,-0.12080582762666667
5641582514,13.5,1161114004,122,1492262556000000000,-0.12052804984888889
5641582517,15.0,1161114004,122,1492262556000000000,-0.12052804984888889
5641582520,17.0,1161114004,122,1492262557000000000,-0.12025027207111111
5641582633,18.0,1161114004,122,1492262558000000000,-0.11997249429333333
5641582636,19.0,1161114004,122,1492262559000000000,-0.11969471651555555
5641582723,20.0,1161114004,122,1492262560000000000,-0.11941693873777778
5641584038,19.0,1161114004,122,1492262586000000000,-0.11219471651555556
5641584568,18.0,1161114004,122,1492262597000000000,-0.10913916096
5641598667,16.5,1161114004,122,1492262897000000000,-0.025805827626666666
5641598669,15.0,1161114004,122,1492262897000000000,-0.025805827626666666
5641598671,13.5,1161114004,122,1492262898000000000,-0.02552804984888889
5641598743,12.0,1161114004,122,1492262899000000000,-0.02525027207111111
5641598748,8.5,1161114004,122,1492262900000000000,-0.024972494293333335
5641598745,10.5,1161114004,122,1492262900000000000,-0.024972494293333335
5641606567,9.5,1161114004,122,1492263077000000000,0.024194172373333333
5641606572,11.5,1161114004,122,1492263078000000000,0.024471950151111112
5641606569,10.5,1161114004,122,1492263078000000000,0.024471950151111112
5641606669,13.0,1161114004,122,1492263079000000000,0.02474972792888889
5641606672,14.5,1161114004,122,1492263080000000000,0.025027505706666668
5641606675,16.5,1161114004,122,1492263080000000000,0.025027505706666668
5641606783,18.0,1161114004,122,1492263082000000000,0.025583061262222224
5641606869,19.0,1161114004,122,1492263084000000000,0.02613861681777778
5641608705,18.0,1161114004,122,1492263120000000000,0.036138616817777774
5641619601,16.5,1161114004,122,1492263333000000000,0.09530528348444445
5641619603,14.5,1161114004,122,1492263334000000000,0.09558306126222223
5641619725,11.5,1161114004,122,1492263335000000000,0.09586083904
5641619606,13.0,1161114004,122,1492263335000000000,0.09586083904
5641619727,10.0,1161114004,122,1492263336000000000,0.09613861681777777
5641619730,8.5,1161114004,122,1492263337000000000,0.09641639459555555
5641628652,9.5,1161114004,122,1492263513000000000,0.14530528348444444
5641628654,11.0,1161114004,122,1492263513000000000,0.14530528348444444
5641628657,12.0,1161114004,122,1492263514000000000,0.14558306126222223
5641628784,13.5,1161114004,122,1492263515000000000,0.14586083904
5641628786,15.0,1161114004,122,1492263516000000000,0.1461386168177778
5641628789,17.0,1161114004,122,1492263517000000000,0.14641639459555555
5641628906,18.5,1161114004,122,1492263518000000000,0.14669417237333332
5641629039,19.5,1161114004,122,1492263520000000000,0.14724972792888888
5641630814,18.5,1161114004,122,1492263552000000000,0.15613861681777777
5641631313,17.5,1161114004,122,1492263562000000000,0.15891639459555557
5641644452,16.5,1161114004,122,1492263831000000000,0.23363861681777778
5641644454,14.5,1161114004,122,1492263832000000000,0.23391639459555555
5641644456,13.0,1161114004,122,1492263833000000000,0.23419417237333334
5641644550,11.5,1161114004,122,1492263834000000000,0.2344719501511111
5641644558,8.5,1161114004,122,1492263835000000000,0.2347497279288889
5641644554,10.0,1161114004,122,1492263835000000000,0.2347497279288889
5641653002,9.5,1161114004,122,1492264011000000000,0.2836386168177778
5641653005,10.5,1161114004,122,1492264012000000000,0.28391639459555557
5641653067,11.5,1161114004,122,1492264012000000000,0.28391639459555557
5641653070,13.0,1161114004,122,1492264013000000000,0.28419417237333333
5641653072,14.5,1161114004,122,1492264014000000000,0.2844719501511111
5641653196,17.5,1161114004,122,1492264015000000000,0.28474972792888886
5641653192,16.5,1161114004,122,1492264015000000000,0.28474972792888886
5641653198,18.5,1161114004,122,1492264016000000000,0.2850275057066667
5641653304,19.5,1161114004,122,1492264018000000000,0.2855830612622222
5641655064,18.5,1161114004,122,1492264051000000000,0.29474972792888887
5641655615,17.5,1161114004,122,1492264064000000000,0.29836083904
5641661396,18.5,1161114004,122,1492264198000000000,0.3355830612622222
5641667342,17.0,1161114004,122,1492264314000000000,0.36780528348444447
5641667344,15.5,1161114004,122,1492264315000000000,0.36808306126222223
5641667347,14.0,1161114004,122,1492264316000000000,0.36836083904
5641667448,12.5,1161114004,122,1492264316000000000,0.36836083904
5641667450,11.0,1161114004,122,1492264317000000000,0.36863861681777776
5641667452,9.5,1161114004,122,1492264318000000000,0.36891639459555553
5641667709,8.5,1161114004,122,1492264323000000000,0.37030528348444447
5641676935,10.0,1161114004,122,1492264495000000000,0.4180830612622222
5641676938,11.5,1161114004,122,1492264496000000000,0.41836083904
5641676943,13.0,1161114004,122,1492264497000000000,0.41863861681777775
5641676947,14.5,1161114004,122,1492264498000000000,0.4189163945955556
5641676950,16.0,1161114004,122,1492264498000000000,0.4189163945955556
5641676952,17.0,1161114004,122,1492264499000000000,0.41919417237333334
5641676956,18.0,1161114004,122,1492264500000000000,0.4194719501511111
5641676959,19.0,1161114004,122,1492264501000000000,0.41974972792888887
5641678355,18.0,1161114004,122,1492264540000000000,0.43058306126222223
