id,reading_time,value,station_id,parameter_id
5652155243,2017-04-18 04:52:01,1.6,1161114070,161
5652161156,2017-04-18 04:58:04,60,1161114014,115
5652161157,2017-04-18 04:58:05,219,1161114014,121
5652161158,2017-04-18 04:58:05,9.5,1161114014,122
5652161159,2017-04-18 04:58:05,2,1161114014,161
5652161160,2017-04-18 04:59:00,211,1161114032,121
5652161161,2017-04-18 04:58:56,-2,1161115004,145
5652161162,2017-04-18 04:59:06,221,1161115020,121
5652161164,2017-04-18 04:58:03,20.5,1161114064,113
5652161165,2017-04-18 04:58:05,218,1161114064,121
5652161166,2017-04-18 04:58:23,2,1161114004,161
5652161199,2017-04-18 04:58:08,0,1161115031,142
5652161200,2017-04-18 04:58:08,1,1161115031,142
5652161201,2017-04-18 04:58:32,-1,1161114006,145
5652161202,2017-04-18 04:58:32,0,1161114006,145
5652161223,2017-04-18 04:57:59,0,1161114068,142
5652161275,2017-04-18 04:58:32,232,1161115041,121
5652161276,2017-04-18 04:58:32,13.5,1161115011,112
5652161288,2017-04-18 04:58:19,1,1161114022,142
5652161289,2017-04-18 04:58:19,0,1161114022,142
5652161298,2017-04-18 04:55:05,181,1161114020,121
5652161299,2017-04-18 04:55:05,14,1161114020,122
5652161300,2017-04-18 04:55:05,2.4,1161114020,161
5652161301,2017-04-18 04:55:05,999991,1161114020,162
5652161302,2017-04-18 04:55:05,999991,1161114020,163
5652161303,2017-04-18 04:55:05,200,1161114020,121
5652161304,2017-04-18 04:55:05,9.5,1161114020,122
5652161305,2017-04-18 04:55:05,-4,1161114020,145
5652161306,2017-04-18 04:55:05,1.8,1161114020,161
5652161307,2017-04-18 04:55:06,201,1161114020,121
5652161308,2017-04-18 04:55:06,-3,1161114020,145
5652161329,2017-04-18 04:58:21,-2,1161114054,142
5652161330,2017-04-18 04:58:22,-1,1161114054,142
5652161332,2017-04-18 04:58:22,-2,1161114054,142
5652161333,2017-04-18 04:58:22,-1,1161114054,142
5652161335,2017-04-18 04:58:23,-2,1161114054,142
5652161339,2017-04-18 04:59:55,230,1161114049,121
5652161340,2017-04-18 04:58:34,-1,1161114006,145
5652161341,2017-04-18 04:58:35,0,1161114006,145
5652161342,2017-04-18 04:59:19,226,1161115006,121
5652161343,2017-04-18 04:59:19,7,1161115006,122
5652161344,2017-04-18 04:59:19,1.6,1161115006,161
5652161345,2017-04-18 04:58:06,1,1161114042,145
5652161346,2017-04-18 04:58:06,0,1161114042,145
5652161354,2017-04-18 04:58:50,0,1161114067,142
5652161355,2017-04-18 04:59:20,226,1161114062,121
5652161356,2017-04-18 04:59:21,225,1161114062,121
5652161360,2017-04-18 04:54:26,3,1161114026,145
5652161361,2017-04-18 04:54:27,2,1161114026,142
