id,reading_time,value,station_id,parameter_id
5653085650,2017-04-18 10:18:50,57.5,1161114016,115
5653085651,2017-04-18 10:18:50,2.6,1161114016,161
5653085652,2017-04-18 10:18:51,-6,1161114016,145
5653085654,2017-04-18 10:18:51,2.4,1161114016,161
5653085655,2017-04-18 10:18:51,-5,1161114016,145
5653085657,2017-04-18 10:18:52,2.6,1161114016,161
5653085662,2017-04-18 10:15:38,8,1161114020,142
5653085663,2017-04-18 10:15:38,161,1161114020,121
5653085664,2017-04-18 10:15:38,18.5,1161114020,122
5653085665,2017-04-18 10:15:38,2.8,1161114020,161
5653085666,2017-04-18 10:15:39,148,1161114020,121
5653085667,2017-04-18 10:15:39,21.5,1161114020,122
5653085668,2017-04-18 10:15:39,3,1161114020,161
5653085669,2017-04-18 10:15:39,135,1161114020,121
5653085671,2017-04-18 10:15:39,25,1161114020,122
5653085672,2017-04-18 10:15:39,3.2,1161114020,161
5653085673,2017-04-18 10:15:40,999990,1161114020,162
5653085674,2017-04-18 10:15:40,999990,1161114020,163
5653085680,2017-04-18 10:19:24,10,1161114071,122
5653085681,2017-04-18 10:19:24,2.4,1161114071,161
5653085682,2017-04-18 10:19:25,248,1161114071,121
5653085683,2017-04-18 10:19:25,9,1161114071,122
5653085684,2017-04-18 10:19:25,2.2,1161114071,161
5653085685,2017-04-18 10:19:26,8,1161114071,122
5653085686,2017-04-18 10:19:26,1.8,1161114071,161
5653085693,2017-04-18 10:20:23,1,1161114043,142
5653085694,2017-04-18 10:20:23,1.4,1161114043,161
5653085695,2017-04-18 10:20:24,0,1161114043,142
5653085696,2017-04-18 10:19:22,230,1161114057,121
5653085697,2017-04-18 10:19:03,0,1161115010,142
5653085698,2017-04-18 10:19:04,1,1161115010,142
5653085699,2017-04-18 10:19:05,0,1161115010,142
5653085704,2017-04-18 10:19:36,210,1161115044,121
5653085705,2017-04-18 10:18:46,-1,1161114046,142
5653085706,2017-04-18 10:18:47,0,1161114046,142
5653085707,2017-04-18 10:18:47,-1,1161114046,142
5653085708,2017-04-18 10:19:29,137,1161114017,124
5653085709,2017-04-18 10:19:29,1.4,1161114017,161
5653085710,2017-04-18 10:19:19,16,1161114066,122
5653085711,2017-04-18 10:21:19,211,1161114030,121
5653085712,2017-04-18 10:19:42,1,1161115001,142
5653085713,2017-04-18 10:19:07,-1,1161115011,145
5653085714,2017-04-18 10:19:07,0,1161115011,145
5653085715,2017-04-18 10:18:40,1,1161114064,142
5653085716,2017-04-18 10:19:51,200,1161115006,121
5653085717,2017-04-18 10:19:51,12.5,1161115006,122
5653085718,2017-04-18 10:19:51,199,1161115006,121
5653085719,2017-04-18 10:19:51,14,1161115006,122
5653085720,2017-04-18 10:19:51,2.6,1161115006,161
5653085721,2017-04-18 10:19:52,198,1161115006,121
5653085722,2017-04-18 10:19:52,15,1161115006,122
5653085723,2017-04-18 10:19:52,2.8,1161115006,161
5653085736,2017-04-18 10:20:48,1,1161114001,142
5653085737,2017-04-18 10:20:49,0,1161114001,142
5653174518,2017-04-18 10:48:23,3.2,1161114002,161
5653174520,2017-04-18 10:48:24,220,1161114002,121
5653174522,2017-04-18 10:48:24,16.5,1161114002,122
5653174524,2017-04-18 10:48:24,1,1161114002,142
5653174526,2017-04-18 10:48:24,3.6,1161114002,161
5653174528,2017-04-18 10:48:24,0,1161114002,142
5653174596,2017-04-18 10:47:49,7,1161114016,122
5653174598,2017-04-18 10:47:49,1.6,1161114016,161
5653174600,2017-04-18 10:47:50,228,1161114016,121
5653174602,2017-04-18 10:47:50,6,1161114016,122
5653174604,2017-04-18 10:47:50,1.4,1161114016,161
5653174606,2017-04-18 10:47:51,5,1161114016,122
5653174608,2017-04-18 10:47:51,1,1161114016,161
5653174628,2017-04-18 10:47:51,226,1161114022,121
5653174629,2017-04-18 10:48:09,0,1161114051,142
5653174630,2017-04-18 10:48:10,22,1161114051,113
5653174631,2017-04-18 10:48:10,-1,1161114051,142
5653174635,2017-04-18 10:48:43,65.5,1161115015,115
5653174636,2017-04-18 10:48:44,214,1161115015,121
5653174638,2017-04-18 10:48:04,214,1161114028,121
5653174639,2017-04-18 10:48:26,56.5,1161114071,115
5653026421,2017-04-18 10:00:02,213,1161114049,121
5653026422,2017-04-18 10:00:03,3.2,1161114049,161
5653026423,2017-04-18 10:00:04,214,1161114049,121
5653023993,2017-04-18 10:00:03,57.5,1161114030,115
5653023994,2017-04-18 10:00:04,16.5,1161114030,112
5653024074,2017-04-18 10:00:00,1,1160629000,145
5653024160,2017-04-18 10:00:00,0,1160629000,145
5653024161,2017-04-18 10:00:01,1,1160629000,142
5653024162,2017-04-18 10:00:02,0,1160629000,142
5653024163,2017-04-18 10:00:02,1,1160629000,145
5653024256,2017-04-18 10:00:02,0,1160629000,145
5653024257,2017-04-18 10:00:03,1,1160629000,142
5653024258,2017-04-18 10:00:03,0,1160629000,142
5653024259,2017-04-18 10:00:03,39.5,1160629000,115
5653024341,2017-04-18 10:00:04,1,1160629000,142
5653024342,2017-04-18 10:00:05,0,1160629000,142
5653024343,2017-04-18 10:00:06,3.4,1160629000,161
5653024412,2017-04-18 10:00:06,1,1160629000,142
5653024413,2017-04-18 10:00:06,1,1160629000,145
5653024414,2017-04-18 10:00:07,0,1160629000,145
5653024416,2017-04-18 10:00:07,0,1160629000,142
5653024418,2017-04-18 10:00:07,1,1160629000,145
5653024420,2017-04-18 10:00:07,1,1160629000,142
5653024421,2017-04-18 10:00:08,0,1160629000,145
5653024514,2017-04-18 10:00:08,0,1160629000,142
5653024515,2017-04-18 10:00:09,1,1160629000,142
5653024588,2017-04-18 10:00:10,0,1160629000,142
5653024589,2017-04-18 10:00:10,23,1160629000,112
5653024590,2017-04-18 10:00:11,1,1160629000,145
5653024591,2017-04-18 10:00:12,0,1160629000,145
5653024691,2017-04-18 10:00:09,210,1161114030,121
5653024707,2017-04-18 10:00:13,1,1160629000,142
5653024708,2017-04-18 10:00:13,0,1160629000,142
5653024709,2017-04-18 10:00:13,1,1160629000,145
5653024711,2017-04-18 10:00:14,1,1160629000,142
5653024712,2017-04-18 10:00:15,0,1160629000,145
5653024831,2017-04-18 10:00:15,0,1160629000,142
5653024832,2017-04-18 10:00:15,1,1160629000,145
5653024833,2017-04-18 10:00:16,0,1160629000,145
5653024834,2017-04-18 10:00:16,1,1160629000,145
5653024835,2017-04-18 10:00:17,1,1160629000,142
5653024836,2017-04-18 10:00:17,0,1160629000,145
5653024837,2017-04-18 10:00:17,0,1160629000,142
5653024856,2017-04-18 10:00:23,56.5,1161114030,115
5653024857,2017-04-18 10:00:24,15.5,1161114030,112
5653025207,2017-04-18 10:00:32,1,1161114030,142
5653025208,2017-04-18 10:00:32,0,1161114030,142
5653025270,2017-04-18 10:00:25,1,1160629000,142
5653025271,2017-04-18 10:00:26,0,1160629000,142
5653025272,2017-04-18 10:00:26,1,1160629000,145
5653025273,2017-04-18 10:00:26,0,1160629000,145
5653024742,2017-04-18 10:00:11,1,1161114030,142
5653024743,2017-04-18 10:00:12,0,1161114030,142
5653024744,2017-04-18 10:00:18,2.6,1161114030,161
5653024745,2017-04-18 10:00:19,1,1161114030,142
5653024746,2017-04-18 10:00:19,0,1161114030,142
5653024747,2017-04-18 10:00:19,2.8,1161114030,161
5653024748,2017-04-18 10:00:22,1,1161114030,142
5653024749,2017-04-18 10:00:22,0,1161114030,142
5653024916,2017-04-18 10:00:18,1,1160629000,142
5653024917,2017-04-18 10:00:18,1,1160629000,145
5653024998,2017-04-18 10:00:20,0,1160629000,145
5653024999,2017-04-18 10:00:21,0,1160629000,142
5653025000,2017-04-18 10:00:21,1,1160629000,142
5653025001,2017-04-18 10:00:21,1,1160629000,145
5653025002,2017-04-18 10:00:21,3.2,1160629000,161
5653025019,2017-04-18 10:00:27,209,1161114030,121
5653025020,2017-04-18 10:00:28,210,1161114030,121
5653025021,2017-04-18 10:00:28,209,1161114030,121
5653025120,2017-04-18 10:00:22,0,1160629000,142
5653025121,2017-04-18 10:00:22,0,1160629000,145
5653025122,2017-04-18 10:00:23,1,1160629000,142
5653025123,2017-04-18 10:00:23,14.5,1160629000,122
5653025124,2017-04-18 10:00:24,0,1160629000,142
5653025391,2017-04-18 10:00:27,1,1160629000,142
5653025392,2017-04-18 10:00:29,22,1160629000,112
5653025533,2017-04-18 10:00:30,0,1160629000,142
5653025534,2017-04-18 10:00:31,1,1160629000,142
5653025535,2017-04-18 10:00:31,1,1160629000,145
5653025536,2017-04-18 10:00:32,0,1160629000,142
