id,reading_time,value,station_id,parameter_id
5651548354,2017-04-18 01:05:32,217,1161115021,121
5651548355,2017-04-18 01:05:33,218,1161115021,121
5651548417,2017-04-18 01:06:23,1.2,1161115036,161
5651548419,2017-04-18 01:06:23,1,1161115036,161
5651552183,2017-04-18 01:06:40,-1,1161114058,145
5651552184,2017-04-18 01:06:40,0,1161114058,145
5651552185,2017-04-18 01:06:48,1,1161115010,142
5651552186,2017-04-18 01:06:48,0,1161115010,142
5651552187,2017-04-18 01:06:49,1,1161115010,142
5651552188,2017-04-18 01:06:50,235,1161115010,121
5651552189,2017-04-18 01:02:26,231,1161114070,121
5651552191,2017-04-18 01:07:15,47.5,1161114056,115
5651552194,2017-04-18 01:06:55,0,1161114051,142
5651552195,2017-04-18 01:06:56,-1,1161114051,142
5651552196,2017-04-18 01:06:41,-1,1161114054,142
5651552198,2017-04-18 01:06:37,2.6,1161115030,161
5651552199,2017-04-18 01:06:39,2.4,1161115030,161
5651552203,2017-04-18 01:07:06,-1,1161114057,142
5651552204,2017-04-18 01:07:06,0,1161114057,142
5651552205,2017-04-18 01:07:06,1,1161114057,161
5651552206,2017-04-18 01:06:40,-2,1161114009,142
5651552207,2017-04-18 01:06:40,-1,1161114009,142
5651552208,2017-04-18 01:06:40,-2,1161114009,142
5651552209,2017-04-18 01:06:41,-1,1161114009,142
5651552385,2017-04-18 01:06:29,1,1161114064,145
5651552386,2017-04-18 01:06:30,0,1161114064,145
5651552387,2017-04-18 01:06:30,217,1161114064,121
5651552388,2017-04-18 01:06:39,-6,1161114016,145
5651552389,2017-04-18 01:06:40,-5,1161114016,145
5651552390,2017-04-18 01:06:57,16,1161114006,113
5651552391,2017-04-18 01:06:58,-2,1161114006,142
5651552392,2017-04-18 01:06:58,-1,1161114006,142
5651552408,2017-04-18 01:07:22,215,1161115004,121
5651552568,2017-04-18 01:08:14,1,1161114043,142
5651552569,2017-04-18 01:08:14,0,1161114043,142
5651552570,2017-04-18 01:08:16,1,1161114043,142
5651552571,2017-04-18 01:06:51,227,1161114023,121
5651552574,2017-04-18 01:07:21,56.5,1161114017,115
5651552575,2017-04-18 01:06:06,224,1161114036,121
5651552585,2017-04-18 01:06:59,0,1161115011,145
5651552587,2017-04-18 01:07:00,-1,1161115011,145
5651552588,2017-04-18 01:07:00,0,1161115011,145
5651528531,2017-04-18 01:00:01,1,1160629000,145
5651528532,2017-04-18 01:00:09,20.5,1161114030,113
5651528748,2017-04-18 01:00:07,1,1160629000,145
5651528749,2017-04-18 01:00:08,0,1160629000,145
5651530955,2017-04-18 01:01:03,225,1161114030,121
5651530956,2017-04-18 01:01:04,17.5,1161114030,113
5651530957,2017-04-18 01:01:04,1,1161114030,142
5651530958,2017-04-18 01:01:04,0,1161114030,142
5651530959,2017-04-18 01:01:05,1,1161114030,142
5651530960,2017-04-18 01:01:05,226,1161114030,121
5651530961,2017-04-18 01:01:05,0,1161114030,142
5651531036,2017-04-18 01:00:00,-3,1161114037,142
5651531037,2017-04-18 01:00:00,-2,1161114037,142
5651531097,2017-04-18 01:00:17,230,1161114049,121
5651529694,2017-04-18 01:00:27,1,1160629000,142
5651529695,2017-04-18 01:00:29,0,1160629000,142
5651529696,2017-04-18 01:00:29,1,1160629000,145
5651529697,2017-04-18 01:00:29,0,1160629000,145
5651529698,2017-04-18 01:00:29,1,1160629000,145
5651529836,2017-04-18 01:00:07,1,1161114001,142
5651529837,2017-04-18 01:00:07,0,1161114001,142
5651528456,2017-04-18 01:00:00,1,1160629000,145
5651528457,2017-04-18 01:00:01,0,1160629000,145
5651528665,2017-04-18 01:00:04,1,1160629000,142
5651528666,2017-04-18 01:00:04,0,1160629000,145
5651528667,2017-04-18 01:00:06,17,1160629000,112
5651529222,2017-04-18 01:00:17,1,1160629000,145
5651529223,2017-04-18 01:00:17,1,1160629000,142
5651529224,2017-04-18 01:00:17,0,1160629000,145
5651529225,2017-04-18 01:00:17,0,1160629000,142
5651529226,2017-04-18 01:00:17,1,1160629000,145
5651529227,2017-04-18 01:00:18,1,1160629000,142
5651528849,2017-04-18 01:00:09,1,1160629000,145
5651528850,2017-04-18 01:00:10,0,1160629000,145
5651528926,2017-04-18 01:00:11,0,1160629000,142
5651528927,2017-04-18 01:00:12,1,1160629000,142
5651528928,2017-04-18 01:00:12,0,1160629000,142
5651528929,2017-04-18 01:00:12,1,1160629000,145
5651529609,2017-04-18 01:00:25,1,1160629000,142
5651529611,2017-04-18 01:00:26,0,1160629000,142
5651529613,2017-04-18 01:00:26,1,1160629000,145
5651529615,2017-04-18 01:00:27,0,1160629000,145
5651529616,2017-04-18 01:00:33,1.8,1161114030,161
5651529617,2017-04-18 01:00:33,227,1161114030,121
5651529618,2017-04-18 01:00:33,8.5,1161114030,122
5651529619,2017-04-18 01:00:33,2,1161114030,161
5651529620,2017-04-18 01:00:34,226,1161114030,121
5651529621,2017-04-18 01:00:34,9.5,1161114030,122
5651529032,2017-04-18 01:00:13,1,1160629000,142
5651529033,2017-04-18 01:00:13,0,1160629000,145
5651529034,2017-04-18 01:00:14,33,1160629000,115
5651529035,2017-04-18 01:00:14,0,1160629000,142
5651529105,2017-04-18 01:00:15,1,1160629000,142
5651529106,2017-04-18 01:00:15,1,1160629000,145
5651529107,2017-04-18 01:00:15,0,1160629000,142
5651529108,2017-04-18 01:00:15,0,1160629000,145
5651529109,2017-04-18 01:00:16,1,1160629000,142
5651529110,2017-04-18 01:00:16,0,1160629000,142
5651529228,2017-04-18 01:00:18,18,1160629000,112
5651529229,2017-04-18 01:00:18,0,1160629000,145
5651529230,2017-04-18 01:00:19,0,1160629000,142
5651529308,2017-04-18 01:00:19,1,1160629000,142
5651529309,2017-04-18 01:00:20,1,1160629000,145
5651529310,2017-04-18 01:00:20,0,1160629000,142
5651529311,2017-04-18 01:00:20,1,1160629000,142
5651529312,2017-04-18 01:00:21,0,1160629000,145
5651529324,2017-04-18 01:00:27,1,1161114030,142
5651529326,2017-04-18 01:00:27,0,1161114030,142
5651529390,2017-04-18 01:00:21,0,1160629000,142
5651529393,2017-04-18 01:00:21,1,1160629000,145
5651529394,2017-04-18 01:00:22,0,1160629000,145
5651529398,2017-04-18 01:00:23,1,1160629000,142
5651529521,2017-04-18 01:00:23,0,1160629000,142
5651529522,2017-04-18 01:00:23,1,1160629000,145
5651529523,2017-04-18 01:00:24,0,1160629000,145
5651529524,2017-04-18 01:00:25,1,1160629000,142
5651529525,2017-04-18 01:00:25,1,1160629000,145
5651529526,2017-04-18 01:00:25,0,1160629000,142
5651529527,2017-04-18 01:00:25,0,1160629000,145
5651529499,2017-04-18 01:00:31,1.6,1161114030,161
5651529500,2017-04-18 01:00:32,228,1161114030,121
5651529501,2017-04-18 01:00:32,7.5,1161114030,122
5651529607,2017-04-18 01:00:01,1,1161114001,142
5651529608,2017-04-18 01:00:03,0,1161114001,142
5651529865,2017-04-18 01:00:38,10.5,1161114030,122
5651529866,2017-04-18 01:00:39,2.4,1161114030,161
5651529887,2017-04-18 01:00:32,0,1160629000,145
5651529888,2017-04-18 01:00:33,1,1160629000,145
5651529953,2017-04-18 01:00:41,1,1161114030,142
5651529954,2017-04-18 01:00:41,0,1161114030,142
5651529968,2017-04-18 01:00:34,1,1160629000,142
5651529969,2017-04-18 01:00:34,0,1160629000,145
5651529970,2017-04-18 01:00:34,0,1160629000,142
5651529971,2017-04-18 01:00:35,1,1160629000,145
5651529972,2017-04-18 01:00:35,1,1160629000,142
5651529713,2017-04-18 01:00:35,2.2,1161114030,161
5651529714,2017-04-18 01:00:37,225,1161114030,121
5651530387,2017-04-18 01:00:01,228,1161114049,121
5651530463,2017-04-18 01:00:04,2.8,1161114049,161
5651530477,2017-04-18 01:00:56,2.2,1161114030,161
5651530558,2017-04-18 01:00:14,1,1161115012,142
5651530563,2017-04-18 01:00:24,18,1161114001,113
5651530584,2017-04-18 01:00:56,226,1161114030,121
5651530585,2017-04-18 01:00:58,18.5,1161114030,113
5651529809,2017-04-18 01:00:30,1,1160629000,142
5651529810,2017-04-18 01:00:30,0,1160629000,145
5651529811,2017-04-18 01:00:30,19,1160629000,112
5651529812,2017-04-18 01:00:31,0,1160629000,142
5651529813,2017-04-18 01:00:31,1,1160629000,145
5651530047,2017-04-18 01:00:36,0,1160629000,142
5651530048,2017-04-18 01:00:36,0,1160629000,145
5651530049,2017-04-18 01:00:36,1,1160629000,142
5651530076,2017-04-18 01:00:12,48.5,1161114001,115
5651530041,2017-04-18 01:00:02,231,1161115012,121
5651530165,2017-04-18 01:00:48,45.5,1161114030,115
5651530218,2017-04-18 01:00:40,1,1160629000,145
5651530219,2017-04-18 01:00:41,1,1160629000,142
5651530220,2017-04-18 01:00:41,0,1160629000,142
5651530222,2017-04-18 01:00:41,1,1160629000,142
5651530239,2017-04-18 01:00:49,1,1161114030,142
5651530240,2017-04-18 01:00:49,0,1161114030,142
5651530241,2017-04-18 01:00:51,1,1161114030,142
5651530446,2017-04-18 01:00:12,1,1161115012,142
5651530447,2017-04-18 01:00:12,0,1161115012,142
5651530338,2017-04-18 01:00:44,20,1160629000,112
5651530339,2017-04-18 01:00:45,0,1160629000,142
5651530340,2017-04-18 01:00:45,0,1160629000,145
5651530341,2017-04-18 01:00:46,1,1160629000,142
5651530143,2017-04-18 01:00:38,0,1160629000,142
5651530144,2017-04-18 01:00:39,1,1160629000,142
5651530145,2017-04-18 01:00:39,0,1160629000,142
5651530316,2017-04-18 01:00:51,0,1161114030,142
5651530317,2017-04-18 01:00:51,1,1161114030,142
5651530318,2017-04-18 01:00:51,19.5,1161114030,113
5651530319,2017-04-18 01:00:52,0,1161114030,142
5651530337,2017-04-18 01:00:08,0,1161115012,142
5651533171,2017-04-18 01:00:09,-1,1161114035,142
5651533172,2017-04-18 01:00:10,-2,1161114035,142
5651533344,2017-04-18 01:00:45,-2,1161114063,142
5651533346,2017-04-18 01:00:47,-1,1161114063,142
5651533355,2017-04-18 01:00:21,-1,1161114060,142
5651533356,2017-04-18 01:00:21,0,1161114060,142
5651533357,2017-04-18 01:00:21,13,1161114060,113
5651533363,2017-04-18 01:01:14,19,1161115012,113
5651533368,2017-04-18 01:00:03,1,1161114002,142
5651533369,2017-04-18 01:00:03,0,1161114002,142
5651533370,2017-04-18 01:00:26,0,1161114010,142
5651533371,2017-04-18 01:00:26,0,1161114010,145
5651533372,2017-04-18 01:00:27,1,1161114010,142
5651530281,2017-04-18 01:00:07,1,1161115012,142
5651530511,2017-04-18 01:00:47,0,1160629000,142
5651530512,2017-04-18 01:00:48,1,1160629000,142
5651530513,2017-04-18 01:00:48,1,1160629000,145
5651530530,2017-04-18 01:00:00,1,1161114043,142
5651530617,2017-04-18 01:00:50,0,1160629000,142
5651530618,2017-04-18 01:00:50,0,1160629000,145
5651530619,2017-04-18 01:00:50,1,1160629000,145
5651530620,2017-04-18 01:00:51,1,1160629000,142
5651530621,2017-04-18 01:00:51,0,1160629000,145
5651530622,2017-04-18 01:00:07,229,1161114049,121
5651530623,2017-04-18 01:00:07,11.5,1161114049,122
5651530624,2017-04-18 01:00:07,2.6,1161114049,161
5651530625,2017-04-18 01:00:08,10.5,1161114049,122
5651530626,2017-04-18 01:00:08,2.4,1161114049,161
5651530627,2017-04-18 01:00:08,9.5,1161114049,122
5651530628,2017-04-18 01:00:08,2.2,1161114049,161
5651530692,2017-04-18 01:00:01,0,1161114043,142
5651530730,2017-04-18 01:00:51,1,1160629000,145
5651530731,2017-04-18 01:00:52,34,1160629000,115
5651530732,2017-04-18 01:00:52,0,1160629000,145
5651530733,2017-04-18 01:00:53,1,1160629000,145
5651530734,2017-04-18 01:00:53,0,1160629000,142
5651530707,2017-04-18 01:00:09,230,1161114049,121
5651530708,2017-04-18 01:00:09,8.5,1161114049,122
5651530709,2017-04-18 01:00:09,1.8,1161114049,161
5651530710,2017-04-18 01:00:09,7,1161114049,122
5651530711,2017-04-18 01:00:09,1.6,1161114049,161
5651530712,2017-04-18 01:00:10,231,1161114049,121
5651530713,2017-04-18 01:00:10,6,1161114049,122
5651530714,2017-04-18 01:00:10,1.4,1161114049,161
5651530770,2017-04-18 01:00:59,1,1161114030,142
5651530771,2017-04-18 01:00:59,0,1161114030,142
5651530819,2017-04-18 01:00:18,230,1161115012,121
5651530820,2017-04-18 01:00:18,6.5,1161115012,122
5651530821,2017-04-18 01:00:18,1.6,1161115012,161
5651530822,2017-04-18 01:00:19,8,1161115012,122
5651530823,2017-04-18 01:00:19,1.8,1161115012,161
5651530824,2017-04-18 01:00:19,229,1161115012,121
5651530825,2017-04-18 01:00:19,9,1161115012,122
5651530826,2017-04-18 01:00:19,2,1161115012,161
5651530835,2017-04-18 01:00:53,1,1160629000,142
5651530836,2017-04-18 01:00:53,0,1160629000,145
5651530837,2017-04-18 01:00:54,1,1160629000,145
5651531060,2017-04-18 01:01:06,225,1161114030,121
5651530694,2017-04-18 01:00:15,0,1161115012,142
5651531617,2017-04-18 01:00:23,1,1161114043,142
5651531618,2017-04-18 01:00:23,0,1161114043,142
5651531619,2017-04-18 01:00:23,1,1161114043,142
5651531620,2017-04-18 01:00:24,0,1161114043,142
5651531623,2017-04-18 01:00:07,-1,1161114063,142
5651531624,2017-04-18 01:00:08,-2,1161114063,142
