id,reading_time,value,station_id,parameter_id
5655079482,2017-04-18 22:02:46,0,1161114002,142
5655079483,2017-04-18 22:03:04,1,1161114033,142
5655079484,2017-04-18 22:03:05,0,1161114033,142
5655079485,2017-04-18 22:02:25,1,1161115010,142
5655079486,2017-04-18 22:02:26,0,1161115010,142
5655079488,2017-04-18 22:03:05,234,1161114060,121
5655079489,2017-04-18 22:01:58,63.5,1161114077,115
5655079498,2017-04-18 22:02:16,-1,1161114009,142
5655079499,2017-04-18 22:02:26,1,1161114028,142
5655079500,2017-04-18 22:02:27,0,1161114028,142
5655079501,2017-04-18 22:02:28,1,1161114028,142
5655079502,2017-04-18 22:02:33,0,1161114015,145
5655079503,2017-04-18 22:02:33,-1,1161114015,145
5655079504,2017-04-18 22:03:00,224,1161115017,121
5655079505,2017-04-18 22:00:17,2.2,1161114047,161
5655079506,2017-04-18 22:02:44,-1,1161115023,145
5655079507,2017-04-18 22:02:45,0,1161115023,142
5655079508,2017-04-18 22:01:40,0,1161114024,145
5655079509,2017-04-18 22:01:41,1,1161114024,145
5655079510,2017-04-18 22:04:34,0,1160629000,142
5655079511,2017-04-18 22:04:34,0,1160629000,145
5655079512,2017-04-18 22:04:34,1,1160629000,142
5655079513,2017-04-18 22:04:34,0,1160629000,142
5655079514,2017-04-18 22:04:35,1,1160629000,142
5655079522,2017-04-18 22:02:02,17,1161114042,113
5655079523,2017-04-18 22:03:01,21,1161114075,113
5655079540,2017-04-18 22:02:07,0,1161115031,142
5655079541,2017-04-18 22:02:07,1,1161115031,142
5655079542,2017-04-18 22:03:19,1,1170410000,142
5655079543,2017-04-18 22:03:19,1,1170410000,142
5655079546,2017-04-18 22:02:28,0,1161114028,142
5655079547,2017-04-18 22:02:29,1,1161114028,142
5655079548,2017-04-18 22:02:30,0,1161114028,142
5655079549,2017-04-18 22:02:30,1,1161114028,142
5655079550,2017-04-18 22:02:30,0,1161114028,142
5655079551,2017-04-18 22:02:10,0,1161114018,145
5655079552,2017-04-18 22:02:11,1,1161114018,145
5655079553,2017-04-18 22:02:11,0,1161114018,145
5655079554,2017-04-18 22:02:19,51,1161114054,115
5655079555,2017-04-18 22:02:19,-2,1161114054,142
5655079556,2017-04-18 22:02:20,-1,1161114054,142
5655126829,2017-04-18 22:22:37,0,1161114001,142
5655126830,2017-04-18 22:20:14,1,1161115040,142
5655126831,2017-04-18 22:20:14,0,1161115040,142
5655126832,2017-04-18 22:21:25,15.5,1161114065,112
5655126840,2017-04-18 22:21:18,15,1161114056,113
5655126841,2017-04-18 22:20:33,0,1161115031,142
5655126842,2017-04-18 22:20:34,1,1161115031,142
5655126843,2017-04-18 22:20:35,0,1161115031,142
5655126844,2017-04-18 22:21:23,225,1161115038,121
5655126848,2017-04-18 22:17:48,223,1161114012,121
5655126849,2017-04-18 22:17:50,56,1161114012,115
5655126850,2017-04-18 22:21:22,1,1161115004,142
5655126851,2017-04-18 22:21:24,0,1161115004,142
5655126852,2017-04-18 22:20:45,-1,1161114058,145
5655126853,2017-04-18 22:20:45,0,1161114058,145
5655126854,2017-04-18 22:20:47,-1,1161114058,145
5655126855,2017-04-18 22:20:47,2.4,1161114058,161
5655126858,2017-04-18 22:16:29,16.5,1161114070,113
5655126859,2017-04-18 22:16:30,225,1161114070,121
5655126860,2017-04-18 22:20:44,0,1161114009,142
5655126861,2017-04-18 22:20:45,-1,1161114009,142
5655126862,2017-04-18 22:20:45,0,1161114009,142
5655126863,2017-04-18 22:20:46,-1,1161114009,142
5655126864,2017-04-18 22:21:12,206,1161114048,121
5655126865,2017-04-18 22:21:14,207,1161114048,121
5655126866,2017-04-18 22:20:27,201,1161114077,121
5655126868,2017-04-18 22:20:27,7.5,1161114077,122
5655126870,2017-04-18 22:20:27,1.4,1161114077,161
5655126874,2017-04-18 22:20:27,8.5,1161114077,122
5655126877,2017-04-18 22:20:27,1.8,1161114077,161
5655126878,2017-04-18 22:20:28,200,1161114077,121
5655126879,2017-04-18 22:20:28,10,1161114077,122
5655126880,2017-04-18 22:20:28,2,1161114077,161
5655126881,2017-04-18 22:20:29,199,1161114077,121
5655126882,2017-04-18 22:20:29,11.5,1161114077,122
5655126883,2017-04-18 22:20:29,2.2,1161114077,161
5655126885,2017-04-18 22:21:00,233,1161114027,121
5655126886,2017-04-18 22:20:54,11.5,1161115010,122
5655126887,2017-04-18 22:20:55,1,1161115010,142
5655126888,2017-04-18 22:20:55,0,1161115010,142
5655126889,2017-04-18 22:20:56,1,1161115010,142
5655126890,2017-04-18 22:20:00,18,1161114013,113
5655126891,2017-04-18 22:22:19,3,1161114049,161
5655126892,2017-04-18 22:21:01,48,1161114051,115
5655126893,2017-04-18 22:21:01,0,1161114051,142
5655126894,2017-04-18 22:21:02,-1,1161114051,142
5655126907,2017-04-18 22:20:31,233,1161115030,121
5655126908,2017-04-18 22:20:31,234,1161115030,121
5655126909,2017-04-18 22:20:57,224,1161115041,121
5655126910,2017-04-18 22:21:11,-1,1161114057,142
5655126911,2017-04-18 22:21:12,0,1161114057,142
5655126912,2017-04-18 22:21:12,-1,1161114057,142
5655126913,2017-04-18 22:21:13,0,1161115023,145
5655126914,2017-04-18 22:21:13,-1,1161115023,145
5655126915,2017-04-18 22:21:14,0,1161115023,145
5655126916,2017-04-18 22:21:14,-1,1161115023,145
5655126917,2017-04-18 22:21:14,0,1161115023,145
5655126926,2017-04-18 22:21:23,235,1161115022,121
5655126927,2017-04-18 22:20:42,0,1161114044,145
5655126928,2017-04-18 22:20:43,-1,1161114044,145
5655126937,2017-04-18 22:21:53,203,1161114073,121
5655126940,2017-04-18 22:20:27,-1,1161114068,142
5655126955,2017-04-18 22:20:46,0,1161114009,142
5655126956,2017-04-18 22:20:47,-1,1161114009,142
5655126957,2017-04-18 22:20:48,0,1161114009,142
5655067441,2017-04-18 22:00:01,1,1160629000,142
5655067555,2017-04-18 22:00:01,0,1160629000,142
5655067556,2017-04-18 22:00:02,1,1160629000,142
5655067557,2017-04-18 22:00:02,1,1160629000,145
5655067558,2017-04-18 22:00:02,0,1160629000,145
5655067559,2017-04-18 22:00:03,0,1160629000,142
5655067879,2017-04-18 22:00:08,0,1160629000,145
5655067880,2017-04-18 22:00:09,0,1160629000,142
5655067881,2017-04-18 22:00:10,1,1160629000,145
5655067882,2017-04-18 22:00:10,1,1160629000,142
5655067647,2017-04-18 22:00:03,1,1160629000,142
5655067648,2017-04-18 22:00:04,0,1160629000,142
5655067649,2017-04-18 22:00:04,1,1160629000,145
5655067650,2017-04-18 22:00:05,1,1160629000,142
5655067651,2017-04-18 22:00:05,35.5,1160629000,115
5655067772,2017-04-18 22:00:06,0,1160629000,142
5655067773,2017-04-18 22:00:07,1,1160629000,142
5655067774,2017-04-18 22:00:07,0,1160629000,145
5655067775,2017-04-18 22:00:07,0,1160629000,142
5655067776,2017-04-18 22:00:07,1,1160629000,145
5655067777,2017-04-18 22:00:08,1,1160629000,142
5655067842,2017-04-18 22:00:00,12.5,1161114030,112
5655067898,2017-04-18 22:00:10,231,1161114030,121
5655067899,2017-04-18 22:00:10,13.5,1161114030,112
5655067900,2017-04-18 22:00:17,1,1161114030,142
5655067901,2017-04-18 22:00:17,0,1161114030,142
5655068168,2017-04-18 22:00:20,41.5,1161114030,115
5655068371,2017-04-18 22:00:17,1,1160629000,145
5655068372,2017-04-18 22:00:18,1,1160629000,142
5655068373,2017-04-18 22:00:18,0,1160629000,145
5655068374,2017-04-18 22:00:19,1,1160629000,145
5655068842,2017-04-18 22:00:05,1,1161114001,142
5655068843,2017-04-18 22:00:06,0,1161114001,142
5655070186,2017-04-18 22:01:01,3.6,1160629000,161
5655070187,2017-04-18 22:01:01,0,1160629000,142
5655070188,2017-04-18 22:01:01,1,1160629000,145
5655070189,2017-04-18 22:01:02,1,1160629000,142
5655070190,2017-04-18 22:01:02,0,1160629000,145
5655070195,2017-04-18 22:00:12,1,1161114043,142
5655070196,2017-04-18 22:00:14,0,1161114043,142
5655070197,2017-04-18 22:00:14,229,1161114043,121
5655070227,2017-04-18 22:01:03,1,1160629000,145
5655070228,2017-04-18 22:01:03,0,1160629000,145
5655067964,2017-04-18 22:00:10,0,1160629000,142
5655067965,2017-04-18 22:00:11,1,1160629000,142
5655067966,2017-04-18 22:00:11,0,1160629000,145
5655067967,2017-04-18 22:00:11,23,1160629000,112
5655068175,2017-04-18 22:00:12,0,1160629000,142
5655068176,2017-04-18 22:00:13,1,1160629000,142
5655068177,2017-04-18 22:00:14,0,1160629000,142
5655068178,2017-04-18 22:00:14,1,1160629000,145
5655068484,2017-04-18 22:00:19,0,1160629000,142
5655068485,2017-04-18 22:00:19,0,1160629000,145
5655068486,2017-04-18 22:00:19,1,1160629000,142
5655068487,2017-04-18 22:00:20,1,1160629000,145
5655068488,2017-04-18 22:00:20,0,1160629000,145
5655068272,2017-04-18 22:00:14,0,1160629000,145
5655068273,2017-04-18 22:00:15,1,1160629000,142
5655068274,2017-04-18 22:00:15,1,1160629000,145
5655068275,2017-04-18 22:00:15,0,1160629000,142
5655068276,2017-04-18 22:00:15,0,1160629000,145
5655068402,2017-04-18 22:00:25,14.5,1161114030,112
5655068692,2017-04-18 22:00:24,0,1160629000,142
5655068627,2017-04-18 22:00:22,0,1160629000,142
5655068628,2017-04-18 22:00:22,1,1160629000,142
5655068629,2017-04-18 22:00:23,0,1160629000,142
5655068630,2017-04-18 22:00:23,1,1160629000,145
5655068631,2017-04-18 22:00:23,1,1160629000,142
5655068632,2017-04-18 22:00:23,0,1160629000,145
5655068723,2017-04-18 22:00:01,1,1161114001,142
5655068724,2017-04-18 22:00:02,0,1161114001,142
5655068761,2017-04-18 22:00:26,233,1160629000,121
5655068762,2017-04-18 22:00:26,1,1160629000,142
5655068763,2017-04-18 22:00:27,0,1160629000,142
5655068764,2017-04-18 22:00:27,1,1160629000,145
5655068765,2017-04-18 22:00:28,1,1160629000,142
5655068838,2017-04-18 22:00:29,0,1160629000,142
5655068839,2017-04-18 22:00:29,1,1160629000,142
5655068840,2017-04-18 22:00:29,0,1160629000,145
5655068841,2017-04-18 22:00:30,0,1160629000,142
5655069022,2017-04-18 22:00:08,1,1161114001,142
5655069023,2017-04-18 22:00:09,0,1161114001,142
5655069120,2017-04-18 22:00:41,15.5,1161114030,112
5655070021,2017-04-18 22:00:34,198,1161114001,121
5655070022,2017-04-18 22:00:35,197,1161114001,121
