id,reading_time,value,station_id,parameter_id
5654496587,2017-04-18 18:27:06,219,1161114040,121
5654497468,2017-04-18 18:28:11,38.5,1161114067,115
5654497471,2017-04-18 18:28:12,-1,1161114067,142
5654497473,2017-04-18 18:28:12,0,1161114067,142
5654497474,2017-04-18 18:28:12,3.4,1161114067,161
5654497475,2017-04-18 18:28:13,3.6,1161114067,161
5654497490,2017-04-18 18:28:09,18,1161114066,112
5654497491,2017-04-18 18:27:02,2.6,1161114036,161
5654497492,2017-04-18 18:30:07,0,1161114030,142
5654497493,2017-04-18 18:30:08,1,1161114030,142
5654497494,2017-04-18 18:30:09,0,1161114030,142
5654497495,2017-04-18 18:27:59,0,1161114051,142
5654497496,2017-04-18 18:28:00,-1,1161114051,142
5654497497,2017-04-18 18:28:01,222,1161114051,121
5654497498,2017-04-18 18:27:44,11,1161114058,122
5654497499,2017-04-18 18:27:44,1,1161114058,142
5654497500,2017-04-18 18:27:44,-1,1161114058,145
5654497501,2017-04-18 18:27:44,0,1161114058,142
5654497502,2017-04-18 18:27:44,0,1161114058,145
5654497503,2017-04-18 18:28:38,13.5,1161114053,122
5654497504,2017-04-18 18:28:38,-1,1161114053,145
5654497505,2017-04-18 18:28:38,0,1161114053,145
5654497506,2017-04-18 18:28:38,15,1161114053,122
5654497507,2017-04-18 18:28:38,-1,1161114053,145
5654497508,2017-04-18 18:28:38,3.2,1161114053,161
5654497509,2017-04-18 18:28:39,0,1161114053,145
5654497510,2017-04-18 18:28:39,16.5,1161114053,122
5654497511,2017-04-18 18:28:39,3.6,1161114053,161
5654497512,2017-04-18 18:28:26,3.6,1161114035,161
5654497631,2017-04-18 18:27:04,218,1161115029,121
5654497633,2017-04-18 18:27:04,221,1161115029,121
5654497634,2017-04-18 18:27:04,1,1161115029,142
5654497635,2017-04-18 18:27:05,0,1161115029,142
5654497636,2017-04-18 18:27:05,219,1161115029,121
5654497637,2017-04-18 18:27:28,0,1161114074,142
5654497638,2017-04-18 18:27:52,1.8,1161114004,161
5654497639,2017-04-18 18:28:01,14.5,1161114027,112
5654497640,2017-04-18 18:28:29,-1,1161114032,142
5654497641,2017-04-18 18:28:29,0,1161114032,142
5654497643,2017-04-18 18:26:04,199,1161114045,121
5654497646,2017-04-18 18:27:43,12,1161114016,112
5654497647,2017-04-18 18:28:35,0,1161114033,142
5654497732,2017-04-18 18:27:48,0,1161114009,142
5654497733,2017-04-18 18:27:49,-1,1161114009,142
5654497734,2017-04-18 18:27:06,222,1161115029,121
5654497735,2017-04-18 18:27:07,220,1161115029,121
5654497736,2017-04-18 18:27:07,223,1161115029,121
5654497748,2017-04-18 18:27:19,1,1161115040,142
5654497749,2017-04-18 18:27:19,0,1161115040,142
5654497750,2017-04-18 18:27:20,1,1161115040,142
5654497751,2017-04-18 18:27:31,-1,1161114074,142
5654497752,2017-04-18 18:27:31,0,1161114074,142
5654497753,2017-04-18 18:28:04,0,1161114015,145
5654497754,2017-04-18 18:28:06,-1,1161114015,145
5654497755,2017-04-18 18:27:34,17.5,1161115030,112
5654497756,2017-04-18 18:28:17,0,1161115023,145
5654497757,2017-04-18 18:28:18,-1,1161115023,145
5654421050,2017-04-18 18:02:33,210,1161115018,121
5654421051,2017-04-18 18:02:16,-1,1161114074,142
5654421052,2017-04-18 18:02:17,0,1161114074,142
5654421053,2017-04-18 18:02:17,15.5,1161114074,112
5654421054,2017-04-18 18:02:18,-1,1161114074,142
5654421055,2017-04-18 18:03:41,226,1161114073,121
5654421056,2017-04-18 18:02:51,0,1161114015,145
5654421057,2017-04-18 18:02:51,-1,1161114015,145
5654421061,2017-04-18 18:03:36,1,1170410000,142
5654421062,2017-04-18 18:03:36,1,1170410000,142
5654421063,2017-04-18 18:03:36,0,1170410000,142
5654421064,2017-04-18 18:03:36,0,1170410000,142
5654421065,2017-04-18 18:03:37,214,1170410000,121
5654421066,2017-04-18 18:03:37,214,1170410000,121
5654421067,2017-04-18 18:03:37,1,1170410000,142
5654421068,2017-04-18 18:03:37,1,1170410000,142
5654421069,2017-04-18 18:03:29,50,1161115025,115
5654421070,2017-04-18 18:02:18,189,1161114044,121
5654421071,2017-04-18 18:02:20,190,1161114044,121
5654421072,2017-04-18 18:02:26,0,1161114018,145
5654421073,2017-04-18 18:02:28,1,1161114018,145
5654421074,2017-04-18 18:02:28,0,1161114018,145
5654421077,2017-04-18 18:01:52,73.5,1161115029,115
5654421078,2017-04-18 18:02:34,1,1161114022,142
5654421079,2017-04-18 18:02:35,0,1161114022,142
5654421080,2017-04-18 18:02:35,0,1161114009,142
5654421081,2017-04-18 18:02:35,-1,1161114009,142
5654421082,2017-04-18 18:02:36,0,1161114009,142
5654421089,2017-04-18 18:03:18,217,1161115032,121
5654421092,2017-04-18 18:03:31,3.4,1161114069,161
5654421093,2017-04-18 18:03:13,0,1161115004,142
5654421094,2017-04-18 18:03:15,1,1161115004,142
5654421106,2017-04-18 18:02:51,16.5,1161114027,112
5654421121,2017-04-18 18:02:22,0,1161114014,142
5654421122,2017-04-18 18:02:22,-1,1161114014,142
5654421124,2017-04-18 18:03:07,16,1161114071,113
5654421125,2017-04-18 18:03:09,25.5,1161114071,116
5654421132,2017-04-18 18:03:35,-1,1161114062,142
5654421133,2017-04-18 18:03:36,-2,1161114062,142
5654421134,2017-04-18 18:03:49,0,1161114063,142
5654421135,2017-04-18 18:03:50,-1,1161114063,142
5654421136,2017-04-18 18:04:53,1,1160629000,142
5654421137,2017-04-18 18:04:54,14,1160629000,122
5654421138,2017-04-18 18:04:54,0,1160629000,142
5654421139,2017-04-18 18:04:54,1,1160629000,142
5654421149,2017-04-18 18:02:36,215,1161114029,121
5654421151,2017-04-18 18:02:37,17,1161114029,112
5654421153,2017-04-18 18:02:38,48,1161114029,115
5654421156,2017-04-18 18:02:53,0,1161114051,142
5654421157,2017-04-18 18:02:54,-1,1161114051,142
5654421160,2017-04-18 18:02:55,221,1161114051,121
5654421163,2017-04-18 18:02:55,0,1161114051,142
5654421165,2017-04-18 18:02:55,220,1161114051,121
5654421167,2017-04-18 18:02:33,226,1161114016,121
5654421168,2017-04-18 18:02:34,30.5,1161114016,114
5654421176,2017-04-18 18:02:20,216,1161114040,121
5654421177,2017-04-18 18:02:46,1,1161115010,142
5654421178,2017-04-18 18:02:47,0,1161115010,142
5654421180,2017-04-18 18:02:48,1,1161115010,142
5654421196,2017-04-18 18:02:39,1,1161114058,142
5654421197,2017-04-18 18:02:40,0,1161114058,142
5654421198,2017-04-18 18:02:36,47,1161114022,115
5654421199,2017-04-18 18:02:37,15,1161114022,113
5654421200,2017-04-18 18:02:37,1,1161114022,142
5654421201,2017-04-18 18:02:37,0,1161114022,142
5654421202,2017-04-18 18:02:47,1,1161114028,142
5654421203,2017-04-18 18:02:49,0,1161114028,142
5654421204,2017-04-18 18:02:49,-1,1161114028,145
5654421207,2017-04-18 18:02:08,12,1161115040,112
5654421208,2017-04-18 18:02:36,246,1161115030,121
5654421214,2017-04-18 18:03:06,0,1161115023,142
5654421215,2017-04-18 18:03:07,-1,1161115023,142
5654421221,2017-04-18 18:00:41,193,1161114047,121
5654421224,2017-04-18 18:00:37,200,1161114007,121
5654421225,2017-04-18 18:00:38,201,1161114007,121
5654421226,2017-04-18 18:02:40,-1,1161114054,142
5654421227,2017-04-18 18:02:41,-2,1161114054,142
5654421228,2017-04-18 18:02:41,-1,1161114054,142
5654421229,2017-04-18 18:02:24,222,1161114014,121
5654421238,2017-04-18 18:04:55,1,1160629000,145
5654421239,2017-04-18 18:04:56,0,1160629000,145
5654421240,2017-04-18 18:04:56,0,1160629000,142
5654421248,2017-04-18 18:02:31,1,1161114018,145
5654421249,2017-04-18 18:02:33,0,1161114018,145
5654421265,2017-04-18 18:02:23,189,1161114044,121
5654421266,2017-04-18 18:02:24,190,1161114044,121
5654421267,2017-04-18 18:02:24,-2,1161114044,142
5654421268,2017-04-18 18:02:24,-1,1161114044,142
5654421275,2017-04-18 18:03:28,1,1161114033,142
5654421276,2017-04-18 18:03:28,0,1161114033,142
5654421277,2017-04-18 18:03:29,1,1161114033,142
5654421278,2017-04-18 18:03:30,0,1161114033,142
5654421279,2017-04-18 18:02:56,0,1161114015,145
5654421280,2017-04-18 18:02:56,-1,1161114015,145
5654421281,2017-04-18 18:02:57,219,1161114015,121
5654430472,2017-04-18 18:07:51,1,1161114001,142
5654430473,2017-04-18 18:07:52,0,1161114001,142
5654430474,2017-04-18 18:05:59,0,1161114058,142
5654430475,2017-04-18 18:06:00,-1,1161114058,145
5654430476,2017-04-18 18:06:00,0,1161114058,145
5654430477,2017-04-18 18:03:02,225,1161114012,121
5654430478,2017-04-18 18:06:40,3.4,1161114035,161
5654430479,2017-04-18 18:06:41,216,1161114035,121
5654430480,2017-04-18 18:06:41,3.6,1161114035,161
5654430481,2017-04-18 18:06:56,17,1161114062,112
5654430482,2017-04-18 18:06:56,221,1161114062,121
5654430483,2017-04-18 18:06:58,-1,1161114062,142
5654430501,2017-04-18 18:08:23,0,1161114030,142
5654430502,2017-04-18 18:05:39,-1,1161114068,142
5654430503,2017-04-18 18:05:40,0,1161114068,142
5654430504,2017-04-18 18:07:26,215,1161114043,121
5654430505,2017-04-18 18:07:27,0,1161114043,142
5654430506,2017-04-18 18:07:27,1,1161114043,142
5654430507,2017-04-18 18:07:27,1.6,1161114043,161
5654430508,2017-04-18 18:07:28,0,1161114043,142
5654430511,2017-04-18 18:06:00,-1,1161114054,142
5654430512,2017-04-18 18:06:01,217,1161114054,121
5654430513,2017-04-18 18:06:01,-2,1161114054,142
5654430514,2017-04-18 18:05:51,1,1161114018,145
5654430516,2017-04-18 18:05:52,0,1161114018,145
5654430518,2017-04-18 18:05:53,1,1161114018,145
5654430521,2017-04-18 18:05:53,0,1161114018,145
5654430562,2017-04-18 18:02:03,2,1161114026,145
5654430563,2017-04-18 18:02:04,3,1161114026,145
5654430564,2017-04-18 18:06:00,-1,1161114009,142
5654430565,2017-04-18 18:06:00,0,1161114009,142
5654430570,2017-04-18 18:05:56,228,1161114016,121
5654430571,2017-04-18 18:05:56,7,1161114016,122
5654430572,2017-04-18 18:05:56,1.4,1161114016,161
5654430573,2017-04-18 18:05:57,229,1161114016,121
5654430574,2017-04-18 18:05:57,5.5,1161114016,122
5654430575,2017-04-18 18:05:57,1.2,1161114016,161
5654430576,2017-04-18 18:05:58,-1,1161114016,142
5654430577,2017-04-18 18:05:58,4.5,1161114016,122
5654430578,2017-04-18 18:05:58,0,1161114016,142
5654430579,2017-04-18 18:05:58,1,1161114016,161
5654430580,2017-04-18 18:07:53,1,1161114001,142
5654430581,2017-04-18 18:07:54,0,1161114001,142
5654430582,2017-04-18 18:06:35,217,1161114050,121
5654430583,2017-04-18 18:06:20,229,1161115034,121
5654430597,2017-04-18 18:06:38,0,1161115022,142
5654430598,2017-04-18 18:06:39,1,1161115022,142
5654430600,2017-04-18 18:06:40,228,1161115022,121
5654430601,2017-04-18 18:06:40,0,1161115022,142
5654430607,2017-04-18 18:06:16,0,1161114015,145
5654430608,2017-04-18 18:06:17,-1,1161114015,145
5654430610,2017-04-18 18:06:27,235,1161114057,121
5654430612,2017-04-18 18:06:27,0,1161114057,142
5654430614,2017-04-18 18:06:27,236,1161114057,121
5654430615,2017-04-18 18:06:27,-1,1161114057,142
