[[[5679790799.0], [10.0], [1161114004.0], [122.0], [1.492995663e+18], [-0.47116083264]]],-0.7620103473762008
,-0.15673120319843292
[[[5679790803.0], [11.5], [1161114004.0], [122.0], [1.492995664e+18], [-0.4708830548622222]]],-0.4316334072431631
,-0.15673120319843292
[[[5679790807.0], [12.5], [1161114004.0], [122.0], [1.492995665e+18], [-0.47060527708444444]]],-0.21138211382113806
,-0.15673120319843292
[[[5679790938.0], [14.5], [1161114004.0], [122.0], [1.492995665e+18], [-0.47060527708444444]]],0.22912047302291216
,-0.15673120319843292
[[[5679790945.0], [16.0], [1161114004.0], [122.0], [1.492995666e+18], [-0.4703274993066667]]],0.5594974131559498
,-0.15673120319843292
[[[5679790949.0], [17.5], [1161114004.0], [122.0], [1.492995667e+18], [-0.4700497215288889]]],0.8898743532889875
,-0.15673120319843292
[[[5679791072.0], [18.0], [1161114004.0], [122.0], [1.492995668e+18], [-0.4697719437511111]]],1.0
,-0.15673120319843292
[[[5679791827.0], [18.0], [1161114004.0], [122.0], [1.492995684e+18], [-0.46532749930666667]]],1.0
,-0.15673120319843292
[[[5679792644.0], [17.0], [1161114004.0], [122.0], [1.492995701e+18], [-0.46060527708444443]]],0.7797487065779749
,-0.15673120319843292
[[[5679793197.0], [16.0], [1161114004.0], [122.0], [1.492995713e+18], [-0.45727194375111113]]],0.5594974131559498
,-0.15673120319843292
[[[5679795038.0], [16.0], [1161114004.0], [122.0], [1.492995747e+18], [-0.44782749930666665]]],0.5594974131559498
,-0.15673120319843292
[[[5679795206.0], [16.0], [1161114004.0], [122.0], [1.492995751e+18], [-0.44671638819555554]]],0.5594974131559498
,-0.15673120319843292
[[[5679796038.0], [16.0], [1161114004.0], [122.0], [1.492995762e+18], [-0.44366083264]]],0.5594974131559498
,-0.15673120319843292
[[[5679796415.0], [16.0], [1161114004.0], [122.0], [1.492995765e+18], [-0.44282749930666665]]],0.5594974131559498
,-0.15673120319843292
[[[5679796417.0], [16.0], [1161114004.0], [122.0], [1.492995766e+18], [-0.4425497215288889]]],0.5594974131559498
,-0.15673120319843292
[[[5679799256.0], [16.0], [1161114004.0], [122.0], [1.492995792e+18], [-0.43532749930666664]]],0.5594974131559498
,-0.15673120319843292
[[[5679804587.0], [13.0], [1161114004.0], [122.0], [1.492995903e+18], [-0.4044941659733333]]],-0.1012564671101255
,-0.15673120319843292
