[[[5660208179.0], [11.5], [1161114004.0], [122.0], [1.492657328e+18], [-0.46214840768]]],-0.24814063556457053
,-0.15673120319843292
[[[5660243832.0], [15.5], [1161114004.0], [122.0], [1.492658108e+18], [-0.24548174101333334]]],0.5199459093982421
,-0.15673120319843292
[[[5660248140.0], [14.5], [1161114004.0], [122.0], [1.492658214e+18], [-0.2160372965688889]]],0.3279242731575389
,-0.15673120319843292
[[[5660248143.0], [13.0], [1161114004.0], [122.0], [1.492658215e+18], [-0.2157595187911111]]],0.0398918187964842
,-0.15673120319843292
[[[5660248231.0], [10.5], [1161114004.0], [122.0], [1.492658216e+18], [-0.21548174101333334]]],-0.4401622718052737
,-0.15673120319843292
[[[5660248145.0], [12.0], [1161114004.0], [122.0], [1.492658216e+18], [-0.21548174101333334]]],-0.15212981744421897
,-0.15673120319843292
[[[5660256192.0], [9.0], [1161114004.0], [122.0], [1.492658394e+18], [-0.16603729656888888]]],-0.7281947261663284
,-0.15673120319843292
[[[5660256195.0], [10.0], [1161114004.0], [122.0], [1.492658395e+18], [-0.16575951879111112]]],-0.5361730899256253
,-0.15673120319843292
[[[5660256308.0], [11.5], [1161114004.0], [122.0], [1.492658395e+18], [-0.16575951879111112]]],-0.24814063556457053
,-0.15673120319843292
[[[5660256311.0], [12.5], [1161114004.0], [122.0], [1.492658396e+18], [-0.16548174101333332]]],-0.05611899932386737
,-0.15673120319843292
[[[5660256407.0], [16.5], [1161114004.0], [122.0], [1.492658398e+18], [-0.1649261854577778]]],0.7119675456389453
,-0.15673120319843292
[[[5660256405.0], [15.5], [1161114004.0], [122.0], [1.492658398e+18], [-0.1649261854577778]]],0.5199459093982421
,-0.15673120319843292
[[[5660256561.0], [17.5], [1161114004.0], [122.0], [1.4926584e+18], [-0.16437062990222223]]],0.9039891818796484
,-0.15673120319843292
[[[5660258873.0], [16.5], [1161114004.0], [122.0], [1.492658444e+18], [-0.15214840768]]],0.7119675456389453
,-0.15673120319843292
[[[5660263536.0], [14.5], [1161114004.0], [122.0], [1.492658553e+18], [-0.12187062990222222]]],0.3279242731575389
,-0.15673120319843292
[[[5660263538.0], [13.5], [1161114004.0], [122.0], [1.492658554e+18], [-0.12159285212444444]]],0.1359026369168358
,-0.15673120319843292
[[[5660263541.0], [12.0], [1161114004.0], [122.0], [1.492658555e+18], [-0.12131507434666666]]],-0.15212981744421897
,-0.15673120319843292
[[[5660263625.0], [9.5], [1161114004.0], [122.0], [1.492658556e+18], [-0.12103729656888888]]],-0.6321839080459769
,-0.15673120319843292
[[[5660271697.0], [9.0], [1161114004.0], [122.0], [1.492658733e+18], [-0.07187062990222222]]],-0.7281947261663284
,-0.15673120319843292
[[[5660271699.0], [10.0], [1161114004.0], [122.0], [1.492658734e+18], [-0.07159285212444444]]],-0.5361730899256253
,-0.15673120319843292
[[[5660271771.0], [13.0], [1161114004.0], [122.0], [1.492658735e+18], [-0.07131507434666666]]],0.0398918187964842
,-0.15673120319843292
[[[5660271703.0], [11.5], [1161114004.0], [122.0], [1.492658735e+18], [-0.07131507434666666]]],-0.24814063556457053
,-0.15673120319843292
[[[5660274224.0], [16.0], [1161114004.0], [122.0], [1.492658788e+18], [-0.05659285212444445]]],0.6159567275185936
,-0.15673120319843292
[[[5660280061.0], [14.5], [1161114004.0], [122.0], [1.492658909e+18], [-0.022981741013333334]]],0.3279242731575389
,-0.15673120319843292
[[[5660280152.0], [12.0], [1161114004.0], [122.0], [1.492658911e+18], [-0.02242618545777778]]],-0.15212981744421897
,-0.15673120319843292
[[[5660280288.0], [8.5], [1161114004.0], [122.0], [1.492658913e+18], [-0.021870629902222223]]],-0.82420554428668
,-0.15673120319843292
[[[5660288104.0], [9.5], [1161114004.0], [122.0], [1.492659089e+18], [0.02701825898666667]]],-0.6321839080459769
,-0.15673120319843292
[[[5660288106.0], [10.5], [1161114004.0], [122.0], [1.49265909e+18], [0.027296036764444444]]],-0.4401622718052737
,-0.15673120319843292
[[[5660288109.0], [11.5], [1161114004.0], [122.0], [1.492659091e+18], [0.02757381454222222]]],-0.24814063556457053
,-0.15673120319843292
[[[5660288193.0], [14.5], [1161114004.0], [122.0], [1.492659092e+18], [0.02785159232]]],0.3279242731575389
,-0.15673120319843292
[[[5660288275.0], [17.0], [1161114004.0], [122.0], [1.492659095e+18], [0.028684925653333332]]],0.8079783637592969
,-0.15673120319843292
[[[5660288500.0], [18.0], [1161114004.0], [122.0], [1.492659097e+18], [0.029240481208888888]]],1.0
,-0.15673120319843292
[[[5660290118.0], [17.0], [1161114004.0], [122.0], [1.49265913e+18], [0.038407147875555554]]],0.8079783637592969
,-0.15673120319843292
[[[5660290755.0], [16.0], [1161114004.0], [122.0], [1.492659142e+18], [0.04174048120888889]]],0.6159567275185936
,-0.15673120319843292
[[[5660298936.0], [15.0], [1161114004.0], [122.0], [1.492659313e+18], [0.08924048120888889]]],0.42393509127789053
,-0.15673120319843292
[[[5660298939.0], [14.0], [1161114004.0], [122.0], [1.492659314e+18], [0.08951825898666667]]],0.23191345503718735
,-0.15673120319843292
[[[5660298942.0], [12.5], [1161114004.0], [122.0], [1.492659315e+18], [0.08979603676444445]]],-0.05611899932386737
,-0.15673120319843292
[[[5660298989.0], [11.5], [1161114004.0], [122.0], [1.492659316e+18], [0.09007381454222223]]],-0.24814063556457053
,-0.15673120319843292
[[[5660298992.0], [10.0], [1161114004.0], [122.0], [1.492659316e+18], [0.09007381454222223]]],-0.5361730899256253
,-0.15673120319843292
[[[5660298995.0], [8.5], [1161114004.0], [122.0], [1.492659317e+18], [0.09035159232]]],-0.82420554428668
,-0.15673120319843292
[[[5660306687.0], [10.0], [1161114004.0], [122.0], [1.492659493e+18], [0.13924048120888888]]],-0.5361730899256253
,-0.15673120319843292
[[[5660306689.0], [11.0], [1161114004.0], [122.0], [1.492659494e+18], [0.13951825898666667]]],-0.3441514536849221
,-0.15673120319843292
[[[5660306692.0], [12.5], [1161114004.0], [122.0], [1.492659495e+18], [0.13979603676444444]]],-0.05611899932386737
,-0.15673120319843292
[[[5660306805.0], [15.5], [1161114004.0], [122.0], [1.492659497e+18], [0.14035159232]]],0.5199459093982421
,-0.15673120319843292
[[[5660306808.0], [16.5], [1161114004.0], [122.0], [1.492659497e+18], [0.14035159232]]],0.7119675456389453
,-0.15673120319843292
[[[5660306955.0], [17.5], [1161114004.0], [122.0], [1.492659499e+18], [0.14090714787555556]]],0.9039891818796484
,-0.15673120319843292
[[[5660315280.0], [14.5], [1161114004.0], [122.0], [1.492659692e+18], [0.19451825898666666]]],0.3279242731575389
,-0.15673120319843292
[[[5660315282.0], [13.5], [1161114004.0], [122.0], [1.492659693e+18], [0.19479603676444446]]],0.1359026369168358
,-0.15673120319843292
[[[5660315333.0], [12.0], [1161114004.0], [122.0], [1.492659694e+18], [0.19507381454222222]]],-0.15212981744421897
,-0.15673120319843292
[[[5660315336.0], [11.0], [1161114004.0], [122.0], [1.492659695e+18], [0.19535159232]]],-0.3441514536849221
,-0.15673120319843292
[[[5660315439.0], [8.0], [1161114004.0], [122.0], [1.492659696e+18], [0.19562937009777778]]],-0.9202163624070316
,-0.15673120319843292
[[[5660323533.0], [9.0], [1161114004.0], [122.0], [1.492659871e+18], [0.2442404812088889]]],-0.7281947261663284
,-0.15673120319843292
[[[5660323535.0], [10.0], [1161114004.0], [122.0], [1.492659872e+18], [0.24451825898666665]]],-0.5361730899256253
,-0.15673120319843292
[[[5660323538.0], [11.0], [1161114004.0], [122.0], [1.492659873e+18], [0.24479603676444445]]],-0.3441514536849221
,-0.15673120319843292
[[[5660323745.0], [14.0], [1161114004.0], [122.0], [1.492659874e+18], [0.2450738145422222]]],0.23191345503718735
,-0.15673120319843292
[[[5660323747.0], [15.5], [1161114004.0], [122.0], [1.492659875e+18], [0.24535159232]]],0.5199459093982421
,-0.15673120319843292
[[[5660323928.0], [16.5], [1161114004.0], [122.0], [1.492659876e+18], [0.24562937009777777]]],0.7119675456389453
,-0.15673120319843292
[[[5660324126.0], [17.5], [1161114004.0], [122.0], [1.492659878e+18], [0.24618492565333333]]],0.9039891818796484
,-0.15673120319843292
[[[5660325970.0], [16.5], [1161114004.0], [122.0], [1.492659918e+18], [0.25729603676444446]]],0.7119675456389453
,-0.15673120319843292
[[[5660332642.0], [15.0], [1161114004.0], [122.0], [1.492660071e+18], [0.29979603676444444]]],0.42393509127789053
,-0.15673120319843292
[[[5660332765.0], [12.0], [1161114004.0], [122.0], [1.492660073e+18], [0.30035159232]]],-0.15212981744421897
,-0.15673120319843292
[[[5660332768.0], [11.0], [1161114004.0], [122.0], [1.492660073e+18], [0.30035159232]]],-0.3441514536849221
,-0.15673120319843292
[[[5660332770.0], [9.5], [1161114004.0], [122.0], [1.492660074e+18], [0.3006293700977778]]],-0.6321839080459769
,-0.15673120319843292
[[[5660332860.0], [8.0], [1161114004.0], [122.0], [1.492660075e+18], [0.30090714787555556]]],-0.9202163624070316
,-0.15673120319843292
[[[5660341442.0], [9.0], [1161114004.0], [122.0], [1.49266025e+18], [0.34951825898666666]]],-0.7281947261663284
,-0.15673120319843292
[[[5660341540.0], [11.0], [1161114004.0], [122.0], [1.492660251e+18], [0.34979603676444443]]],-0.3441514536849221
,-0.15673120319843292
[[[5660341543.0], [12.5], [1161114004.0], [122.0], [1.492660252e+18], [0.3500738145422222]]],-0.05611899932386737
,-0.15673120319843292
[[[5660341657.0], [14.0], [1161114004.0], [122.0], [1.492660253e+18], [0.35035159232]]],0.23191345503718735
,-0.15673120319843292
[[[5660341661.0], [15.5], [1161114004.0], [122.0], [1.492660254e+18], [0.3506293700977778]]],0.5199459093982421
,-0.15673120319843292
[[[5660341663.0], [16.5], [1161114004.0], [122.0], [1.492660254e+18], [0.3506293700977778]]],0.7119675456389453
,-0.15673120319843292
[[[5660341781.0], [17.5], [1161114004.0], [122.0], [1.492660257e+18], [0.35146270343111113]]],0.9039891818796484
,-0.15673120319843292
[[[5660343569.0], [16.5], [1161114004.0], [122.0], [1.492660296e+18], [0.36229603676444444]]],0.7119675456389453
,-0.15673120319843292
[[[5660344443.0], [15.5], [1161114004.0], [122.0], [1.492660313e+18], [0.3670182589866667]]],0.5199459093982421
,-0.15673120319843292
[[[5660350094.0], [11.0], [1161114004.0], [122.0], [1.492660444e+18], [0.40340714787555554]]],-0.3441514536849221
,-0.15673120319843292
[[[5660350005.0], [12.0], [1161114004.0], [122.0], [1.492660444e+18], [0.40340714787555554]]],-0.15212981744421897
,-0.15673120319843292
[[[5660350099.0], [8.0], [1161114004.0], [122.0], [1.492660446e+18], [0.4039627034311111]]],-0.9202163624070316
,-0.15673120319843292
[[[5660358422.0], [9.0], [1161114004.0], [122.0], [1.492660622e+18], [0.45285159232]]],-0.7281947261663284
,-0.15673120319843292
[[[5660358425.0], [10.0], [1161114004.0], [122.0], [1.492660622e+18], [0.45285159232]]],-0.5361730899256253
,-0.15673120319843292
[[[5660358428.0], [11.0], [1161114004.0], [122.0], [1.492660623e+18], [0.45312937009777776]]],-0.3441514536849221
,-0.15673120319843292
[[[5660358549.0], [12.5], [1161114004.0], [122.0], [1.492660624e+18], [0.4534071478755556]]],-0.05611899932386737
,-0.15673120319843292
[[[5660358552.0], [14.0], [1161114004.0], [122.0], [1.492660625e+18], [0.45368492565333335]]],0.23191345503718735
,-0.15673120319843292
[[[5660358555.0], [15.5], [1161114004.0], [122.0], [1.492660626e+18], [0.4539627034311111]]],0.5199459093982421
,-0.15673120319843292
[[[5660358752.0], [17.5], [1161114004.0], [122.0], [1.492660629e+18], [0.45479603676444447]]],0.9039891818796484
,-0.15673120319843292
[[[5660360561.0], [16.5], [1161114004.0], [122.0], [1.492660668e+18], [0.4656293700977778]]],0.7119675456389453
,-0.15673120319843292
