5706645905.0, 8.0, 1161114004.0, 122.0, 1.49351407e+18, -0.47708172238222224, -0.9561651349067688
5706647593.0, 9.0, 1161114004.0, 122.0, 1.493514106e+18, -0.46708172238222223, -0.9561651349067688
5706647596.0, 10.0, 1161114004.0, 122.0, 1.493514107e+18, -0.46680394460444447, -0.9561651349067688
5706647599.0, 11.5, 1161114004.0, 122.0, 1.493514108e+18, -0.46652616682666664, -0.9561651349067688
5706647673.0, 14.0, 1161114004.0, 122.0, 1.493514109e+18, -0.4662483890488889, -0.9561651349067688
5706647670.0, 12.5, 1161114004.0, 122.0, 1.493514109e+18, -0.4662483890488889, -0.5277109742164612
5706647676.0, 16.0, 1161114004.0, 122.0, 1.49351411e+18, -0.4659706112711111, -0.4506894648075104
5706647801.0, 17.0, 1161114004.0, 122.0, 1.493514113e+18, -0.46513727793777776, -0.3682311475276947
5706648041.0, 17.0, 1161114004.0, 122.0, 1.493514117e+18, -0.46402616682666664, -0.23653893172740936
5706649611.0, 17.0, 1161114004.0, 122.0, 1.493514148e+18, -0.4554150557155556, 0.001538783311843872
5706650074.0, 16.0, 1161114004.0, 122.0, 1.493514159e+18, -0.45235950016, -0.14331500232219696
5706657223.0, 16.0, 1161114004.0, 122.0, 1.493514285e+18, -0.41735950016, 0.19926218688488007
5706657723.0, 16.0, 1161114004.0, 122.0, 1.493514295e+18, -0.41458172238222224, 0.2980469763278961
5706657963.0, 16.0, 1161114004.0, 122.0, 1.493514299e+18, -0.4134706112711111, 0.2980469763278961
5706658411.0, 15.0, 1161114004.0, 122.0, 1.493514307e+18, -0.4112483890488889, 0.2980469763278961
5706658414.0, 13.5, 1161114004.0, 122.0, 1.493514308e+18, -0.4109706112711111, 0.19926218688488007
5706658416.0, 12.0, 1161114004.0, 122.0, 1.493514309e+18, -0.41069283349333335, 0.19926218688488007
5706658485.0, 11.0, 1161114004.0, 122.0, 1.493514309e+18, -0.41069283349333335, 0.19926218688488007
5706658488.0, 9.5, 1161114004.0, 122.0, 1.49351431e+18, -0.41041505571555553, 0.19926218688488007
5706658491.0, 8.0, 1161114004.0, 122.0, 1.493514311e+18, -0.41013727793777777, 0.10022297501564026
5706661167.0, 8.0, 1161114004.0, 122.0, 1.493514362e+18, -0.3959706112711111, -0.047301456332206726
5706661946.0, 8.0, 1161114004.0, 122.0, 1.493514379e+18, -0.39124838904888887, -0.1903216540813446
5706662401.0, 8.0, 1161114004.0, 122.0, 1.493514389e+18, -0.3884706112711111, -0.2814962565898895
5706663423.0, 8.0, 1161114004.0, 122.0, 1.493514413e+18, -0.38180394460444445, -0.41022273898124695
5706667089.0, 9.0, 1161114004.0, 122.0, 1.493514487e+18, -0.3612483890488889, -0.5277109742164612
5706667091.0, 10.0, 1161114004.0, 122.0, 1.493514488e+18, -0.36097061127111113, -0.5277109742164612
5706667178.0, 13.0, 1161114004.0, 122.0, 1.493514489e+18, -0.3606928334933333, -0.5277109742164612
5706667175.0, 11.5, 1161114004.0, 122.0, 1.493514489e+18, -0.3606928334933333, -0.5277109742164612
5706667181.0, 14.5, 1161114004.0, 122.0, 1.49351449e+18, -0.36041505571555554, -0.5277109742164612
5706667294.0, 16.0, 1161114004.0, 122.0, 1.493514491e+18, -0.3601372779377778, -0.4506894648075104
5706667398.0, 17.5, 1161114004.0, 122.0, 1.493514493e+18, -0.35958172238222225, -0.3682311475276947
5706667703.0, 17.0, 1161114004.0, 122.0, 1.4935145e+18, -0.3576372779377778, -0.09555420279502869
5706669202.0, 17.0, 1161114004.0, 122.0, 1.493514528e+18, -0.34985950016, -0.23653893172740936
5706669774.0, 16.0, 1161114004.0, 122.0, 1.49351454e+18, -0.34652616682666665, 0.050727467983961105
5706675283.0, 14.0, 1161114004.0, 122.0, 1.493514639e+18, -0.3190261668266667, 0.19926218688488007
5706675288.0, 13.0, 1161114004.0, 122.0, 1.49351464e+18, -0.3187483890488889, 0.3470734655857086
5706675337.0, 11.5, 1161114004.0, 122.0, 1.493514641e+18, -0.3184706112711111, 0.2980469763278961
5706675340.0, 10.0, 1161114004.0, 122.0, 1.493514642e+18, -0.3181928334933333, 0.2980469763278961
5706675342.0, 9.0, 1161114004.0, 122.0, 1.493514642e+18, -0.3181928334933333, 0.19926218688488007
5706675472.0, 8.0, 1161114004.0, 122.0, 1.493514643e+18, -0.31791505571555556, 0.001538783311843872
5706684054.0, 9.0, 1161114004.0, 122.0, 1.493514818e+18, -0.26930394460444446, -0.09555420279502869
5706684057.0, 10.0, 1161114004.0, 122.0, 1.493514819e+18, -0.2690261668266667, -0.23653893172740936
5706684134.0, 12.5, 1161114004.0, 122.0, 1.49351482e+18, -0.26874838904888887, -0.3682311475276947
5706684059.0, 11.0, 1161114004.0, 122.0, 1.49351482e+18, -0.26874838904888887, -0.4506894648075104
5706684137.0, 14.0, 1161114004.0, 122.0, 1.493514821e+18, -0.2684706112711111, -0.5277109742164612
5706684140.0, 15.5, 1161114004.0, 122.0, 1.493514822e+18, -0.26819283349333334, -0.4506894648075104
5706684327.0, 16.0, 1161114004.0, 122.0, 1.493514823e+18, -0.2679150557155556, -0.3682311475276947
5706684330.0, 17.0, 1161114004.0, 122.0, 1.493514824e+18, -0.26763727793777775, -0.14331500232219696
5706684621.0, 17.0, 1161114004.0, 122.0, 1.493514828e+18, -0.2665261668266667, -0.2814962565898895
5706686076.0, 17.0, 1161114004.0, 122.0, 1.493514856e+18, -0.2587483890488889, 0.001538783311843872
5706686705.0, 16.0, 1161114004.0, 122.0, 1.493514869e+18, -0.2551372779377778, 0.149801567196846
