5644660162.0, 1161114004.0, 122.0, 1.492329625e+18, -0.49128286883555555, 15.0, 0.37044145873320544, -0.01278291642665863
5644660166.0, 1161114004.0, 122.0, 1.492329626e+18, -0.4910050910577778, 12.5, -0.1541906589891234, -0.01278291642665863
5644660164.0, 1161114004.0, 122.0, 1.492329626e+18, -0.4910050910577778, 13.5, 0.05566218809980813, -0.01278291642665863
5644660331.0, 1161114004.0, 122.0, 1.492329627e+18, -0.49072731328, 11.0, -0.4689699296225207, -0.01278291642665863
5644660333.0, 1161114004.0, 122.0, 1.492329628e+18, -0.4904495355022222, 10.0, -0.6788227767114522, -0.01278291642665863
5644660335.0, 1161114004.0, 122.0, 1.492329629e+18, -0.49017175772444443, 8.5, -0.9936020473448495, -0.01278291642665863
5644670912.0, 1161114004.0, 122.0, 1.492329848e+18, -0.4293384243911111, 9.5, -0.783749200255918, -0.01278291642665863
5644670914.0, 1161114004.0, 122.0, 1.492329849e+18, -0.4290606466133333, 10.5, -0.5738963531669864, -0.01278291642665863
5644671022.0, 1161114004.0, 122.0, 1.49232985e+18, -0.42878286883555555, 13.0, -0.049264235444657634, -0.01278291642665863
5644670917.0, 1161114004.0, 122.0, 1.49232985e+18, -0.42878286883555555, 11.5, -0.3640435060780549, -0.01278291642665863
5644671025.0, 1161114004.0, 122.0, 1.492329851e+18, -0.4285050910577778, 14.5, 0.26551503518873965, -0.01278291642665863
5644671028.0, 1161114004.0, 122.0, 1.492329852e+18, -0.42822731328, 16.0, 0.5802943058221369, -0.01278291642665863
5644671168.0, 1161114004.0, 122.0, 1.492329854e+18, -0.42767175772444443, 17.0, 0.7901471529110685, -0.01278291642665863
5644673191.0, 1161114004.0, 122.0, 1.492329899e+18, -0.4151717577244444, 16.0, 0.5802943058221369, -0.01278291642665863
5644678122.0, 1161114004.0, 122.0, 1.49233e+18, -0.38711620216888887, 17.0, 0.7901471529110685, -0.01278291642665863
5644678434.0, 1161114004.0, 122.0, 1.492330008e+18, -0.3848939799466667, 15.0, 0.37044145873320544, -0.01278291642665863
5644678536.0, 1161114004.0, 122.0, 1.492330009e+18, -0.38461620216888887, 13.5, 0.05566218809980813, -0.01278291642665863
5644678539.0, 1161114004.0, 122.0, 1.492330009e+18, -0.38461620216888887, 12.5, -0.1541906589891234, -0.01278291642665863
5644678541.0, 1161114004.0, 122.0, 1.49233001e+18, -0.3843384243911111, 11.0, -0.4689699296225207, -0.01278291642665863
5644678637.0, 1161114004.0, 122.0, 1.492330011e+18, -0.38406064661333333, 10.0, -0.6788227767114522, -0.01278291642665863
5644678639.0, 1161114004.0, 122.0, 1.492330012e+18, -0.38378286883555557, 8.5, -0.9936020473448495, -0.01278291642665863
5644688356.0, 1161114004.0, 122.0, 1.492330232e+18, -0.32267175772444445, 10.5, -0.5738963531669864, -0.01278291642665863
