station_id,parameter_id,mean_val,max_val
1160622000.0,111.0,39.5,3.5
1160622000.0,115.0,34.73626373626374,9.763736263736263
1160622000.0,141.0,47.130434782608695,5.369565217391305
1160622000.0,142.0,-44.0,2.5
1160629000.0,111.0,32.0,0.5
1160629000.0,112.0,19.641864845773487,5.358135154226513
1160629000.0,113.0,31.833333333333332,0.6666666666666679
1160629000.0,114.0,33.27777777777778,3.2222222222222214
1160629000.0,115.0,34.46361019736842,8.536389802631582
1160629000.0,121.0,231.57231900271697,4.4276809972830335
1160629000.0,122.0,11.368023726071717,6.131976273928283
1160629000.0,123.0,50.0,0.5
1160629000.0,142.0,0.5000070036839378,0.4999929963160622
1160629000.0,145.0,0.49998908987758844,0.5000109101224115
1160629000.0,161.0,2.5316530366000802,1.2683469633999196
1160629000.0,163.0,999990.5,0.5
1161114001.0,111.0,26.833333333333332,1.6666666666666679
1161114001.0,112.0,17.23846153846154,9.76153846153846
1161114001.0,113.0,16.630859375,10.369140625
1161114001.0,114.0,93363.62,906635.38
1161114001.0,115.0,47.39142857142857,10.10857142857143
1161114001.0,116.0,233350.85,766648.15
1161114001.0,121.0,197.34172118772017,17.658278812279832
1161114001.0,122.0,14.17708830548926,24.82291169451074
1161114001.0,142.0,0.5000453802868035,0.49995461971319655
1161114001.0,161.0,2.739182320441989,3.4608176795580112
1161114001.0,162.0,999990.5,0.5
1161114001.0,163.0,999990.5,0.5
1161114002.0,111.0,26.5,0.5
1161114002.0,112.0,26.0,0.5
1161114002.0,113.0,20.725360954174512,4.774639045825488
1161114002.0,114.0,30.244444444444444,5.755555555555556
1161114002.0,115.0,53.15830945558739,15.841690544412607
1161114002.0,121.0,226.82268323710736,13.177316762892644
1161114002.0,122.0,12.040303738317757,12.959696261682243
1161114002.0,123.0,50.0,0.5
1161114002.0,142.0,0.5000076299766523,0.49999237002334773
1161114002.0,143.0,27.0,0.5
1161114002.0,161.0,2.5544293851895503,2.84557061481045
1161114003.0,111.0,26.076923076923077,2.9230769230769234
1161114003.0,112.0,19.34227642276423,10.157723577235771
1161114003.0,113.0,21.49121522693997,8.008784773060029
1161114003.0,114.0,104194.90625,895804.09375
1161114003.0,115.0,45.090106007067135,6.909893992932865
1161114003.0,116.0,377793.3222222222,622205.6777777778
1161114003.0,121.0,220.53362762918724,8.466372370812763
1161114003.0,122.0,9.234779299847792,10.765220700152208
1161114003.0,123.0,50.0,0.5
1161114003.0,142.0,0.5,0.5
1161114003.0,161.0,2.2096983581519667,1.7903016418480333
1161114003.0,162.0,999990.5,0.5
1161114003.0,163.0,999990.5,0.5
1161114004.0,111.0,26.727272727272727,2.2727272727272734
1161114004.0,112.0,14.91020910209102,14.58979089790898
1161114004.0,113.0,15.751759436980166,13.248240563019834
1161114004.0,114.0,75790.05681818182,924208.9431818181
1161114004.0,115.0,42.273708920187794,11.726291079812206
1161114004.0,116.0,428585.04285714286,571413.9571428571
1161114004.0,121.0,218.26578026592023,10.734219734079772
1161114004.0,122.0,14.108816013628621,10.891183986371379
1161114004.0,123.0,26.758064516129032,24.241935483870968
1161114004.0,141.0,52.357142857142854,1.642857142857146
1161114004.0,142.0,-0.8725320401801178,7.8725320401801175
1161114004.0,143.0,27.0,0.5
1161114004.0,144.0,27.666666666666668,0.8333333333333321
1161114004.0,145.0,-0.12131675874769797,7.121316758747698
1161114004.0,152.0,999990.5,0.5
1161114004.0,153.0,999990.5,0.5
1161114004.0,161.0,3.0779638607316,2.3220361392684
1161114004.0,162.0,999990.5555555555,0.4444444444961846
1161114004.0,163.0,999990.5,0.5
1161114004.0,164.0,999990.6,0.40000000002328306
1161114006.0,111.0,26.266666666666666,3.2333333333333343
1161114006.0,112.0,16.925016371971186,13.574983628028814
1161114006.0,113.0,17.520884520884522,12.479115479115478
1161114006.0,114.0,34.23684210526316,10.263157894736842
1161114006.0,115.0,49.44468367008943,13.055316329910568
1161114006.0,116.0,24.25,0.75
1161114006.0,121.0,229.17460317460316,10.825396825396837
1161114006.0,122.0,12.183818046234153,12.816181953765847
1161114006.0,123.0,37.98148148148148,13.018518518518519
1161114006.0,141.0,51.95,1.5499999999999972
1161114006.0,142.0,0.7092238470191226,5.290776152980877
1161114006.0,143.0,26.166666666666668,0.8333333333333321
1161114006.0,144.0,26.166666666666668,0.8333333333333321
1161114006.0,145.0,-1.356469408224674,9.356469408224674
1161114006.0,161.0,2.8514050387596894,2.548594961240311
1161114006.0,162.0,999990.5714285715,0.4285714285215363
1161114006.0,163.0,999990.5,0.5
1161114006.0,164.0,999990.6666666666,0.33333333337213844
1161114007.0,111.0,26.564102564102566,2.4358974358974343
1161114007.0,112.0,17.780241935483872,12.719758064516128
1161114007.0,113.0,18.762114537444933,10.237885462555067
1161114007.0,114.0,33.078125,3.921875
1161114007.0,115.0,44.79347244515784,12.206527554842161
1161114007.0,116.0,24.452380952380953,1.0476190476190474
1161114007.0,121.0,196.30360374334316,23.69639625665684
1161114007.0,122.0,13.339903181189488,23.160096818810512
1161114007.0,123.0,29.794117647058822,20.705882352941178
1161114007.0,141.0,51.25,1.25
1161114007.0,142.0,0.15341138473960436,26.846588615260394
1161114007.0,143.0,25.666666666666668,0.8333333333333321
1161114007.0,152.0,999990.0,0.0
1161114007.0,153.0,999990.5,0.5
