id,value,station_id,parameter_id,unix_timestamp,norm_time,norm_value
5641521568,6.5,1161114074,122,1492261292000000000,-0.47163916096,-0.5799999999999996
5641521571,7.5,1161114074,122,1492261293000000000,-0.4713613831822222,-0.29272727272727245
5641521684,8.5,1161114074,122,1492261294000000000,-0.47108360540444444,-0.005454545454545227
5641521690,10.0,1161114074,122,1492261296000000000,-0.4705280498488889,0.4254545454545456
5641521904,11.0,1161114074,122,1492261300000000000,-0.4694169387377778,0.7127272727272728
5641522221,12.0,1161114074,122,1492261306000000000,-0.4677502720711111,1.0
5641522581,11.0,1161114074,122,1492261313000000000,-0.46580582762666667,0.7127272727272728
5641530732,10.0,1161114074,122,1492261479000000000,-0.41969471651555557,0.4254545454545456
5641530736,9.0,1161114074,122,1492261480000000000,-0.4194169387377778,0.13818181818181838
5641530739,8.0,1161114074,122,1492261481000000000,-0.41913916096,-0.14909090909090883
5641530863,7.0,1161114074,122,1492261482000000000,-0.4188613831822222,-0.43636363636363606
5641530868,6.0,1161114074,122,1492261482000000000,-0.4188613831822222,-0.7236363636363633
5641530871,5.0,1161114074,122,1492261483000000000,-0.41858360540444445,-1.0109090909090905
5641550026,7.5,1161114074,122,1492261900000000000,-0.3027502720711111,-0.29272727272727245
5641549936,6.5,1161114074,122,1492261900000000000,-0.3027502720711111,-0.5799999999999996
5641550032,9.0,1161114074,122,1492261902000000000,-0.3021947165155556,0.13818181818181838
5641550127,10.0,1161114074,122,1492261903000000000,-0.30191693873777775,0.4254545454545456
5641550201,11.0,1161114074,122,1492261906000000000,-0.30108360540444445,0.7127272727272728
5641550456,12.0,1161114074,122,1492261912000000000,-0.2994169387377778,1.0
5641551145,11.0,1161114074,122,1492261921000000000,-0.2969169387377778,0.7127272727272728
5641559636,9.5,1161114074,122,1492262080000000000,-0.2527502720711111,0.28181818181818197
5641559642,7.0,1161114074,122,1492262081000000000,-0.25247249429333335,-0.43636363636363606
5641559639,8.5,1161114074,122,1492262081000000000,-0.25247249429333335,-0.005454545454545227
5641559792,6.0,1161114074,122,1492262082000000000,-0.25219471651555553,-0.7236363636363633
5641559798,5.0,1161114074,122,1492262083000000000,-0.25191693873777776,-1.0109090909090905
5641581566,6.0,1161114074,122,1492262513000000000,-0.13247249429333333,-0.7236363636363633
5641581692,7.5,1161114074,122,1492262515000000000,-0.13191693873777777,-0.29272727272727245
5641581696,8.5,1161114074,122,1492262516000000000,-0.13163916096,-0.005454545454545227
5641581783,10.0,1161114074,122,1492262517000000000,-0.13136138318222224,0.4254545454545456
5641581904,11.0,1161114074,122,1492262519000000000,-0.13080582762666668,0.7127272727272728
5641582092,12.0,1161114074,122,1492262526000000000,-0.12886138318222223,1.0
5641582872,11.0,1161114074,122,1492262540000000000,-0.12497249429333333,0.7127272727272728
5641589507,9.5,1161114074,122,1492262674000000000,-0.08775027207111111,0.28181818181818197
5641589511,8.5,1161114074,122,1492262674000000000,-0.08775027207111111,-0.005454545454545227
5641589593,7.5,1161114074,122,1492262675000000000,-0.08747249429333333,-0.29272727272727245
5641589597,6.5,1161114074,122,1492262676000000000,-0.08719471651555556,-0.5799999999999996
5641589600,5.0,1161114074,122,1492262677000000000,-0.08691693873777778,-1.0109090909090905
5641605403,6.0,1161114074,122,1492263027000000000,0.010305283484444445,-0.7236363636363633
5641605496,7.5,1161114074,122,1492263028000000000,0.010583061262222223,-0.29272727272727245
5641605500,8.5,1161114074,122,1492263029000000000,0.01086083904,-0.005454545454545227
5641605596,9.5,1161114074,122,1492263030000000000,0.011138616817777778,0.28181818181818197
5641605599,10.5,1161114074,122,1492263031000000000,0.011416394595555556,0.5690909090909092
5641605778,11.5,1161114074,122,1492263036000000000,0.012805283484444445,0.8563636363636364
5641614650,10.0,1161114074,122,1492263203000000000,0.05919417237333333,0.4254545454545456
5641614757,9.0,1161114074,122,1492263204000000000,0.05947195015111111,0.13818181818181838
5641614761,8.0,1161114074,122,1492263205000000000,0.05974972792888889,-0.14909090909090883
5641614765,7.0,1161114074,122,1492263205000000000,0.05974972792888889,-0.43636363636363606
5641614878,6.0,1161114074,122,1492263206000000000,0.060027505706666665,-0.7236363636363633
5641614881,5.0,1161114074,122,1492263207000000000,0.060305283484444444,-1.0109090909090905
5641632328,6.0,1161114074,122,1492263560000000000,0.15836083904,-0.7236363636363633
5641632332,7.5,1161114074,122,1492263561000000000,0.15863861681777777,-0.29272727272727245
5641632444,8.5,1161114074,122,1492263562000000000,0.15891639459555557,-0.005454545454545227
5641632450,10.0,1161114074,122,1492263563000000000,0.15919417237333333,0.4254545454545456
5641632541,11.0,1161114074,122,1492263565000000000,0.1597497279288889,0.7127272727272728
5641632818,12.0,1161114074,122,1492263571000000000,0.16141639459555557,1.0
5641633597,11.0,1161114074,122,1492263584000000000,0.16502750570666666,0.7127272727272728
5641640788,9.5,1161114074,122,1492263744000000000,0.2094719501511111,0.28181818181818197
5641640794,7.0,1161114074,122,1492263745000000000,0.20974972792888888,-0.43636363636363606
5641640791,8.0,1161114074,122,1492263745000000000,0.20974972792888888,-0.14909090909090883
5641640903,6.0,1161114074,122,1492263746000000000,0.21002750570666667,-0.7236363636363633
5641640907,5.0,1161114074,122,1492263747000000000,0.21030528348444444,-1.0109090909090905
5641660416,6.0,1161114074,122,1492264150000000000,0.3222497279288889,-0.7236363636363633
5641660420,7.5,1161114074,122,1492264152000000000,0.3228052834844444,-0.29272727272727245
5641660427,9.0,1161114074,122,1492264153000000000,0.32308306126222225,0.13818181818181838
