id,value,station_id,parameter_id,unix_timestamp,norm_time,norm_value
5644701920,9.5,1161115044,122,1492330534000000000,-0.23878286883555555,0.3601895734597158
5644702020,8.0,1161115044,122,1492330536000000000,-0.23822731328,-0.27962085308056844
5644702023,7.0,1161115044,122,1492330537000000000,-0.23794953550222223,-0.7061611374407579
5644702134,6.0,1161115044,122,1492330538000000000,-0.23767175772444443,-1.1327014218009475
5644719103,7.0,1161115044,122,1492330909000000000,-0.1346162021688889,-0.7061611374407579
5644719106,8.5,1161115044,122,1492330910000000000,-0.1343384243911111,-0.06635071090047369
5644719214,9.5,1161115044,122,1492330912000000000,-0.13378286883555557,0.3601895734597158
5644720954,8.5,1161115044,122,1492330950000000000,-0.12322731328,-0.06635071090047369
5644721084,7.5,1161115044,122,1492330951000000000,-0.12294953550222222,-0.49289099526066316
5644721086,6.5,1161115044,122,1492330952000000000,-0.12267175772444444,-0.9194312796208526
5644733762,7.5,1161115044,122,1492331213000000000,-0.050171757724444446,-0.49289099526066316
5644733767,8.5,1161115044,122,1492331214000000000,-0.04989397994666667,-0.06635071090047369
5644733907,9.5,1161115044,122,1492331216000000000,-0.049338424391111114,0.3601895734597158
5644733911,10.5,1161115044,122,1492331217000000000,-0.049060646613333335,0.7867298578199052
5644735863,9.0,1161115044,122,1492331253000000000,-0.03906064661333333,0.14691943127962107
5644735943,8.0,1161115044,122,1492331255000000000,-0.03850509105777778,-0.27962085308056844
5644735945,7.0,1161115044,122,1492331256000000000,-0.03822731328,-0.7061611374407579
5644746386,8.0,1161115044,122,1492331477000000000,0.023161575608888887,-0.27962085308056844
5644746572,9.0,1161115044,122,1492331478000000000,0.023439353386666667,0.14691943127962107
5644746575,10.0,1161115044,122,1492331479000000000,0.023717131164444443,0.5734597156398106
5644746633,11.0,1161115044,122,1492331480000000000,0.023994908942222223,1.0
5644748710,10.0,1161115044,122,1492331516000000000,0.03399490894222222,0.5734597156398106
5644748713,9.0,1161115044,122,1492331516000000000,0.03399490894222222,0.14691943127962107
5644748716,8.0,1161115044,122,1492331518000000000,0.03455046449777778,-0.27962085308056844
5644748719,7.0,1161115044,122,1492331519000000000,0.03482824227555555,-0.7061611374407579
5644759987,8.5,1161115044,122,1492331750000000000,0.09899490894222222,-0.06635071090047369
5644760058,9.5,1161115044,122,1492331751000000000,0.09927268672,0.3601895734597158
5644760059,10.5,1161115044,122,1492331752000000000,0.09955046449777778,0.7867298578199052
5644762124,9.5,1161115044,122,1492331791000000000,0.11038379783111112,0.3601895734597158
5644762127,8.0,1161115044,122,1492331792000000000,0.1106615756088889,-0.27962085308056844
5644762284,7.0,1161115044,122,1492331794000000000,0.11121713116444444,-0.7061611374407579
5644773653,8.0,1161115044,122,1492332039000000000,0.17927268672,-0.27962085308056844
5644773655,9.0,1161115044,122,1492332040000000000,0.17955046449777778,0.14691943127962107
5644773747,10.0,1161115044,122,1492332041000000000,0.17982824227555555,0.5734597156398106
5644773749,11.0,1161115044,122,1492332042000000000,0.18010602005333334,1.0
5644775370,10.0,1161115044,122,1492332081000000000,0.19093935338666668,0.5734597156398106
5644775480,9.0,1161115044,122,1492332083000000000,0.1914949089422222,0.14691943127962107
5644775563,7.5,1161115044,122,1492332084000000000,0.19177268672,-0.49289099526066316
5644787895,8.5,1161115044,122,1492332337000000000,0.2620504644977778,-0.06635071090047369
5644787978,9.5,1161115044,122,1492332338000000000,0.26232824227555557,0.3601895734597158
5644788078,11.0,1161115044,122,1492332340000000000,0.2628837978311111,1.0
5644790003,10.0,1161115044,122,1492332382000000000,0.27455046449777776,0.5734597156398106
5644790006,9.0,1161115044,122,1492332383000000000,0.2748282422755556,0.14691943127962107
5644790094,7.5,1161115044,122,1492332385000000000,0.2753837978311111,-0.49289099526066316
5644813208,6.5,1161115044,122,1492332843000000000,0.40260602005333335,-0.9194312796208526
