id,value,station_id,parameter_id,unix_timestamp,norm_time
5706645905,8.0,1161114004,122,1493514070000000000,-0.47708172238222224
5706647593,9.0,1161114004,122,1493514106000000000,-0.46708172238222223
5706647596,10.0,1161114004,122,1493514107000000000,-0.46680394460444447
5706647599,11.5,1161114004,122,1493514108000000000,-0.46652616682666664
5706647673,14.0,1161114004,122,1493514109000000000,-0.4662483890488889
5706647670,12.5,1161114004,122,1493514109000000000,-0.4662483890488889
5706647676,16.0,1161114004,122,1493514110000000000,-0.4659706112711111
5706647801,17.0,1161114004,122,1493514113000000000,-0.46513727793777776
5706648041,17.0,1161114004,122,1493514117000000000,-0.46402616682666664
5706649611,17.0,1161114004,122,1493514148000000000,-0.4554150557155556
5706650074,16.0,1161114004,122,1493514159000000000,-0.45235950016
5706657223,16.0,1161114004,122,1493514285000000000,-0.41735950016
5706657723,16.0,1161114004,122,1493514295000000000,-0.41458172238222224
5706657963,16.0,1161114004,122,1493514299000000000,-0.4134706112711111
5706658411,15.0,1161114004,122,1493514307000000000,-0.4112483890488889
5706658414,13.5,1161114004,122,1493514308000000000,-0.4109706112711111
5706658416,12.0,1161114004,122,1493514309000000000,-0.41069283349333335
5706658485,11.0,1161114004,122,1493514309000000000,-0.41069283349333335
5706658488,9.5,1161114004,122,1493514310000000000,-0.41041505571555553
5706658491,8.0,1161114004,122,1493514311000000000,-0.41013727793777777
5706661167,8.0,1161114004,122,1493514362000000000,-0.3959706112711111
5706661946,8.0,1161114004,122,1493514379000000000,-0.39124838904888887
5706662401,8.0,1161114004,122,1493514389000000000,-0.3884706112711111
5706663423,8.0,1161114004,122,1493514413000000000,-0.38180394460444445
5706667089,9.0,1161114004,122,1493514487000000000,-0.3612483890488889
5706667091,10.0,1161114004,122,1493514488000000000,-0.36097061127111113
5706667178,13.0,1161114004,122,1493514489000000000,-0.3606928334933333
5706667175,11.5,1161114004,122,1493514489000000000,-0.3606928334933333
5706667181,14.5,1161114004,122,1493514490000000000,-0.36041505571555554
5706667294,16.0,1161114004,122,1493514491000000000,-0.3601372779377778
5706667398,17.5,1161114004,122,1493514493000000000,-0.35958172238222225
5706667703,17.0,1161114004,122,1493514500000000000,-0.3576372779377778
5706669202,17.0,1161114004,122,1493514528000000000,-0.34985950016
5706669774,16.0,1161114004,122,1493514540000000000,-0.34652616682666665
5706675283,14.0,1161114004,122,1493514639000000000,-0.3190261668266667
5706675288,13.0,1161114004,122,1493514640000000000,-0.3187483890488889
5706675337,11.5,1161114004,122,1493514641000000000,-0.3184706112711111
5706675340,10.0,1161114004,122,1493514642000000000,-0.3181928334933333
5706675342,9.0,1161114004,122,1493514642000000000,-0.3181928334933333
5706675472,8.0,1161114004,122,1493514643000000000,-0.31791505571555556
5706684054,9.0,1161114004,122,1493514818000000000,-0.26930394460444446
5706684057,10.0,1161114004,122,1493514819000000000,-0.2690261668266667
5706684134,12.5,1161114004,122,1493514820000000000,-0.26874838904888887
5706684059,11.0,1161114004,122,1493514820000000000,-0.26874838904888887
5706684137,14.0,1161114004,122,1493514821000000000,-0.2684706112711111
5706684140,15.5,1161114004,122,1493514822000000000,-0.26819283349333334
5706684327,16.0,1161114004,122,1493514823000000000,-0.2679150557155556
5706684330,17.0,1161114004,122,1493514824000000000,-0.26763727793777775
5706684621,17.0,1161114004,122,1493514828000000000,-0.2665261668266667
5706686076,17.0,1161114004,122,1493514856000000000,-0.2587483890488889
5706686705,16.0,1161114004,122,1493514869000000000,-0.2551372779377778
5706688129,16.0,1161114004,122,1493514897000000000,-0.24735950016
5706692558,15.0,1161114004,122,1493514985000000000,-0.22291505571555556
5706692561,14.0,1161114004,122,1493514986000000000,-0.22263727793777777
5706692563,12.5,1161114004,122,1493514987000000000,-0.22235950016
5706692664,11.0,1161114004,122,1493514987000000000,-0.22235950016
5706692667,10.0,1161114004,122,1493514988000000000,-0.22208172238222224
5706692670,8.5,1161114004,122,1493514989000000000,-0.22180394460444444
5706692832,8.0,1161114004,122,1493514990000000000,-0.22152616682666668
5706701670,9.0,1161114004,122,1493515165000000000,-0.17291505571555554
5706701673,10.0,1161114004,122,1493515166000000000,-0.17263727793777778
5706701675,11.5,1161114004,122,1493515167000000000,-0.17235950016
5706701818,12.5,1161114004,122,1493515168000000000,-0.17208172238222222
5706701821,14.0,1161114004,122,1493515168000000000,-0.17208172238222222
5706701824,15.5,1161114004,122,1493515169000000000,-0.17180394460444445
5706701952,16.0,1161114004,122,1493515170000000000,-0.17152616682666666
5706701955,17.0,1161114004,122,1493515171000000000,-0.1712483890488889
5706702218,17.0,1161114004,122,1493515176000000000,-0.16985950016
5706703537,17.0,1161114004,122,1493515205000000000,-0.16180394460444444
5706704020,16.0,1161114004,122,1493515216000000000,-0.15874838904888888
5706710864,15.0,1161114004,122,1493515349000000000,-0.12180394460444445
5706710867,14.0,1161114004,122,1493515349000000000,-0.12180394460444445
5706710870,12.5,1161114004,122,1493515350000000000,-0.12152616682666667
5706710963,11.0,1161114004,122,1493515351000000000,-0.12124838904888889
